path,category,extension,total_lines,code_lines,comment_lines,blank_lines
src/ladder/level8_hedge_white_rc.py,code,.py,188,160,0,28
src/ladder/level3_multipair.py,code,.py,141,123,0,18
src/ladder/__init__.py,code,.py,1,1,0,0
src/ladder/level1_descriptive.py,code,.py,71,59,0,12
src/ladder/level4_forecast.py,code,.py,133,111,3,19
src/ladder/level8_hedge_oos.py,code,.py,489,423,0,66
src/ladder/level5_economic.py,code,.py,83,71,0,12
src/ladder/level2_oos.py,code,.py,83,68,1,14
src/utils/config.py,code,.py,28,21,0,7
src/utils/paths.py,code,.py,20,17,0,3
src/utils/__init__.py,code,.py,14,12,0,2
src/models/global_fx_models.py,code,.py,205,185,0,20
src/models/baselines.py,code,.py,281,239,0,42
src/models/timesfm_adapter.py,code,.py,10,7,0,3
src/models/transformer_baseline.py,code,.py,14,9,0,5
src/models/correlation_analysis.py,code,.py,95,81,0,14
src/models/__init__.py,code,.py,10,8,0,2
src/models/event_study.py,code,.py,189,166,0,23
src/models/sensitivity.py,code,.py,95,81,0,14
src/models/panel_regression.py,code,.py,207,175,0,32
src/models/robustness.py,code,.py,150,122,7,21
src/models/lstm_baseline.py,code,.py,16,11,0,5
src/models/lag_llama_adapter.py,code,.py,10,7,0,3
src/models/tensortrade_env.py,code,.py,10,7,0,3
src/models/finrl_agent.py,code,.py,10,7,0,3
src/models/model_registry.py,code,.py,185,171,0,14
src/dashboard/trade_explainer.py,code,.py,25,17,0,8
src/dashboard/__init__.py,code,.py,1,1,0,0
src/dashboard/app.py,code,.py,427,368,0,59
src/dashboard/model_comparison.py,code,.py,32,21,0,11
src/audit/metrics.py,code,.py,153,124,2,27
src/audit/snapshots.py,code,.py,149,128,0,21
src/audit/__init__.py,code,.py,14,12,0,2
src/audit/git_utils.py,code,.py,84,72,0,12
src/audit/time_tracking.py,code,.py,112,100,0,12
src/audit/reporting.py,code,.py,58,50,0,8
src/visuals/__init__.py,code,.py,1,1,0,0
src/visuals/vsi_charts.py,code,.py,265,230,1,34
src/data/rpw_parser.py,code,.py,72,56,0,16
src/data/vsi_quality.py,code,.py,149,122,1,26
src/data/file_discovery.py,code,.py,34,27,0,7
src/data/market.py,code,.py,71,59,0,12
src/data/validators.py,code,.py,69,52,0,17
src/data/wages.py,code,.py,23,15,0,8
src/data/constants.py,code,.py,132,120,2,10
src/data/loaders.py,code,.py,196,162,0,34
src/data/vsi_loader.py,code,.py,47,37,0,10
src/data/__init__.py,code,.py,22,19,0,3
src/data/mock_data.py,code,.py,213,192,5,16
src/data/sovereignty.py,code,.py,28,19,0,9
src/data/pipeline.py,code,.py,58,46,0,12
src/data/cleaners.py,code,.py,55,39,0,16
src/data/world_bank_api.py,code,.py,146,130,1,15
src/data/fetch_public.py,code,.py,436,386,6,44
src/data/build_dataset.py,code,.py,108,88,0,20
src/data/macro.py,code,.py,34,24,0,10
src/data/schema.py,code,.py,115,107,0,8
src/data/data_quality.py,code,.py,167,138,0,29
src/data/mock.py,code,.py,113,98,0,15
src/pages/1_Research_Note.py,code,.py,62,48,0,14
src/risk/regime.py,code,.py,118,94,0,24
src/risk/__init__.py,code,.py,14,12,0,2
src/risk/position_risk.py,code,.py,130,112,0,18
