corridor_id,policy_name,exposure_type,total_return_proxy,unhedged_volatility,hedged_volatility,volatility_reduction,max_drawdown_unhedged,max_drawdown_hedged,hedge_turnover,total_hedge_cost,average_hedge_ratio,number_of_hedge_changes,cost_adjusted_risk_reduction,regret_proxy,status,ticker,split,oos_design,test_period,test_bars,sample,warmup_start
USDINR=X,regime_based,receiver_currency_exposure,-2.1,7.072,2.965,4.107,-12.563,-4.81,13.9,0.278,0.542,61,3.829,2.204,ok,USDINR=X,split_1,fixed_split,2019-01-01..2021-12-31,783,test,2010-01-01
USDINR=X,no_change_in_range,receiver_currency_exposure,-2.745,7.072,2.529,4.543,-12.563,-4.417,1.7,0.034,0.679,17,4.509,1.701,ok,USDINR=X,split_1,fixed_split,2019-01-01..2021-12-31,783,test,2010-01-01
USDINR=X,volatility_triggered,receiver_currency_exposure,-2.798,7.072,3.293,3.779,-12.563,-6.084,7.5,0.15,0.457,25,3.629,2.553,ok,USDINR=X,split_1,fixed_split,2019-01-01..2021-12-31,783,test,2010-01-01
USDINR=X,half_hedged,usd_liability_exposure,3.374,7.072,3.536,3.536,-6.8,-3.419,0.0,0.0,0.5,0,3.536,2.545,ok,USDINR=X,split_1,fixed_split,2019-01-01..2021-12-31,783,test,2010-01-01
USDINR=X,mostly_hedged,usd_liability_exposure,1.722,7.072,1.768,5.304,-6.8,-1.714,0.0,0.0,0.75,0,5.304,1.272,ok,USDINR=X,split_1,fixed_split,2019-01-01..2021-12-31,783,test,2010-01-01
USDINR=X,regime_based,usd_liability_exposure,1.302,7.072,2.964,4.108,-6.8,-3.668,13.9,0.278,0.542,61,3.83,2.202,ok,USDINR=X,split_1,fixed_split,2019-01-01..2021-12-31,783,test,2010-01-01
USDINR=X,no_change_in_range,usd_liability_exposure,2.549,7.072,2.528,4.544,-6.8,-2.382,1.7,0.034,0.679,17,4.51,1.701,ok,USDINR=X,split_1,fixed_split,2019-01-01..2021-12-31,783,test,2010-01-01
USDINR=X,volatility_triggered,usd_liability_exposure,2.226,7.072,3.292,3.78,-6.8,-3.962,7.5,0.15,0.457,25,3.63,2.552,ok,USDINR=X,split_1,fixed_split,2019-01-01..2021-12-31,783,test,2010-01-01
USDINR=X,half_hedged,receiver_currency_exposure,-7.06,4.365,2.182,2.182,-14.48,-7.454,0.0,0.0,0.5,0,2.182,1.361,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,mostly_hedged,receiver_currency_exposure,-3.577,4.365,1.091,3.273,-14.48,-3.782,0.0,0.0,0.75,0,3.273,0.681,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,regime_based,receiver_currency_exposure,-6.921,4.365,2.159,2.206,-14.48,-7.408,10.1,0.202,0.487,48,2.004,1.282,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,no_change_in_range,receiver_currency_exposure,-5.143,4.365,1.512,2.853,-14.48,-5.384,1.5,0.03,0.675,15,2.823,0.924,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,volatility_triggered,receiver_currency_exposure,-5.717,4.365,1.817,2.548,-14.48,-6.197,7.5,0.15,0.493,25,2.398,1.236,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,half_hedged,usd_liability_exposure,7.437,4.365,2.182,2.182,-3.395,-1.703,0.0,0.0,0.5,0,2.182,1.361,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,mostly_hedged,usd_liability_exposure,3.671,4.365,1.091,3.273,-3.395,-0.853,0.0,0.0,0.75,0,3.273,0.681,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,regime_based,usd_liability_exposure,6.847,4.365,2.156,2.209,-3.395,-2.054,10.1,0.202,0.487,48,2.007,1.281,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,no_change_in_range,usd_liability_exposure,5.283,4.365,1.511,2.853,-3.395,-1.219,1.5,0.03,0.675,15,2.823,0.924,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,volatility_triggered,usd_liability_exposure,5.638,4.365,1.813,2.551,-3.395,-1.399,7.5,0.15,0.493,25,2.401,1.234,ok,USDINR=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDINR=X,half_hedged,receiver_currency_exposure,-5.733,5.945,2.973,2.973,-13.158,-6.761,0.0,0.0,0.5,0,2.973,2.059,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,mostly_hedged,receiver_currency_exposure,-2.893,5.945,1.486,4.459,-13.158,-3.427,0.0,0.0,0.75,0,4.459,1.03,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,regime_based,receiver_currency_exposure,-5.166,5.945,2.043,3.902,-13.158,-5.798,4.4,0.088,0.642,23,3.814,1.419,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,no_change_in_range,receiver_currency_exposure,-4.32,5.945,2.336,3.609,-13.158,-5.157,1.2,0.024,0.619,12,3.585,1.593,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,volatility_triggered,receiver_currency_exposure,-5.003,5.945,2.062,3.884,-13.158,-5.628,4.2,0.084,0.635,14,3.8,1.436,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,half_hedged,usd_liability_exposure,5.948,5.945,2.973,2.973,-3.845,-1.934,0.0,0.0,0.5,0,2.973,2.059,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,mostly_hedged,usd_liability_exposure,2.947,5.945,1.486,4.459,-3.845,-0.97,0.0,0.0,0.75,0,4.459,1.03,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,regime_based,usd_liability_exposure,5.199,5.945,2.04,3.905,-3.845,-1.197,4.4,0.088,0.642,23,3.817,1.414,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,no_change_in_range,usd_liability_exposure,4.384,5.945,2.336,3.609,-3.845,-1.549,1.2,0.024,0.619,12,3.585,1.592,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,volatility_triggered,usd_liability_exposure,5.025,5.945,2.06,3.885,-3.845,-1.163,4.2,0.084,0.635,14,3.801,1.433,ok,USDINR=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDINR=X,half_hedged,receiver_currency_exposure,5.911,8.913,4.456,4.456,-5.032,-2.536,0.0,0.0,0.5,0,4.456,3.27,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,2.939,8.913,2.228,6.685,-5.032,-1.273,0.0,0.0,0.75,0,6.685,1.635,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,regime_based,receiver_currency_exposure,5.597,8.913,3.944,4.969,-5.032,-2.226,4.2,0.084,0.54,18,4.885,2.94,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,4.019,8.913,2.949,5.964,-5.032,-1.617,0.6,0.012,0.689,6,5.952,2.05,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,5.539,8.913,4.756,4.157,-5.032,-2.782,1.8,0.036,0.432,6,4.121,3.659,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,half_hedged,usd_liability_exposure,-5.775,8.913,4.456,4.456,-11.162,-5.655,0.0,0.0,0.5,0,4.456,3.27,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,-2.905,8.913,2.228,6.685,-11.162,-2.845,0.0,0.0,0.75,0,6.685,1.635,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,regime_based,usd_liability_exposure,-5.611,8.913,3.938,4.975,-11.162,-5.666,4.2,0.084,0.54,18,4.891,2.938,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,no_change_in_range,usd_liability_exposure,-3.974,8.913,2.951,5.962,-11.162,-3.741,0.6,0.012,0.689,6,5.95,2.051,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,volatility_triggered,usd_liability_exposure,-5.537,8.913,4.758,4.155,-11.162,-5.843,1.8,0.036,0.432,6,4.119,3.66,ok,USDINR=X,wf_0,walk_forward,2009-03-19..2010-03-18,260,test,2004-03-19
USDINR=X,half_hedged,receiver_currency_exposure,0.129,7.987,3.994,3.994,-7.213,-3.656,0.0,0.0,0.5,0,3.994,2.937,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,0.085,7.987,1.997,5.99,-7.213,-1.841,0.0,0.0,0.75,0,5.99,1.468,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,regime_based,receiver_currency_exposure,0.558,7.987,3.085,4.902,-7.213,-3.267,6.4,0.128,0.581,36,4.774,2.321,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,-0.178,7.987,2.871,5.116,-7.213,-2.714,2.2,0.044,0.665,22,5.072,2.017,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,0.532,7.987,3.605,4.382,-7.213,-3.319,6.6,0.132,0.502,22,4.25,2.747,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,half_hedged,usd_liability_exposure,-0.294,7.987,3.994,3.994,-7.54,-3.809,0.0,0.0,0.5,0,3.994,2.937,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,-0.126,7.987,1.997,5.99,-7.54,-1.914,0.0,0.0,0.75,0,5.99,1.468,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,regime_based,usd_liability_exposure,-0.906,7.987,3.084,4.904,-7.54,-3.449,6.4,0.128,0.581,36,4.776,2.325,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,no_change_in_range,usd_liability_exposure,0.005,7.987,2.872,5.115,-7.54,-2.657,2.2,0.044,0.665,22,5.071,2.019,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,volatility_triggered,usd_liability_exposure,-0.925,7.987,3.608,4.379,-7.54,-4.038,6.6,0.132,0.502,22,4.247,2.753,ok,USDINR=X,wf_1,walk_forward,2010-03-19..2011-03-18,261,test,2005-03-19
USDINR=X,half_hedged,receiver_currency_exposure,-6.152,14.045,7.023,7.023,-18.445,-9.638,0.0,0.0,0.5,0,7.023,3.537,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,-3.063,14.045,3.511,10.534,-18.445,-4.927,0.0,0.0,0.75,0,10.534,1.769,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,regime_based,receiver_currency_exposure,-5.825,14.045,5.076,8.969,-18.445,-7.529,3.0,0.06,0.621,14,8.909,2.496,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,-4.452,14.045,5.538,8.507,-18.445,-7.332,0.6,0.012,0.649,6,8.495,2.64,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,-5.171,14.045,4.601,9.444,-18.445,-7.306,1.8,0.036,0.553,6,9.408,2.687,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,half_hedged,usd_liability_exposure,6.017,14.045,7.023,7.023,-9.415,-4.652,0.0,0.0,0.5,0,7.023,3.537,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,3.03,14.045,3.511,10.534,-9.415,-2.31,0.0,0.0,0.75,0,10.534,1.769,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,regime_based,usd_liability_exposure,5.777,14.045,5.083,8.962,-9.415,-2.222,3.0,0.06,0.621,14,8.902,2.503,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,no_change_in_range,usd_liability_exposure,4.306,14.045,5.539,8.506,-9.415,-3.705,0.6,0.012,0.649,6,8.494,2.641,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,volatility_triggered,usd_liability_exposure,5.147,14.045,4.604,9.442,-9.415,-2.817,1.8,0.036,0.553,6,9.406,2.691,ok,USDINR=X,wf_2,walk_forward,2011-03-19..2012-03-18,259,test,2006-03-19
USDINR=X,half_hedged,receiver_currency_exposure,-3.776,9.578,4.789,4.789,-12.506,-6.425,0.0,0.0,0.5,0,4.789,3.615,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,-1.877,9.578,2.395,7.184,-12.506,-3.256,0.0,0.0,0.75,0,7.184,1.807,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,regime_based,receiver_currency_exposure,-0.173,9.578,4.026,5.552,-12.506,-4.378,5.5,0.11,0.568,25,5.442,3.0,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,-2.843,9.578,3.327,6.251,-12.506,-4.567,1.0,0.02,0.672,10,6.231,2.431,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,-2.904,9.578,4.768,4.81,-12.506,-6.115,3.0,0.06,0.476,10,4.75,3.617,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,half_hedged,usd_liability_exposure,3.678,9.578,4.789,4.789,-9.419,-4.787,0.0,0.0,0.5,0,4.789,3.615,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,1.852,9.578,2.395,7.184,-9.419,-2.413,0.0,0.0,0.75,0,7.184,1.807,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,regime_based,usd_liability_exposure,-0.214,9.578,4.026,5.552,-9.419,-4.629,5.5,0.11,0.568,25,5.442,2.998,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,no_change_in_range,usd_liability_exposure,2.767,9.578,3.326,6.252,-9.419,-3.131,1.0,0.02,0.672,10,6.232,2.43,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,volatility_triggered,usd_liability_exposure,2.626,9.578,4.765,4.813,-9.419,-5.045,3.0,0.06,0.476,10,4.753,3.613,ok,USDINR=X,wf_3,walk_forward,2012-03-19..2013-03-18,261,test,2007-03-19
USDINR=X,half_hedged,receiver_currency_exposure,-6.457,12.135,6.068,6.068,-22.4,-11.822,0.0,0.0,0.5,0,6.068,4.132,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,-3.236,12.135,3.034,9.102,-22.4,-6.074,0.0,0.0,0.75,0,9.102,2.066,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,regime_based,receiver_currency_exposure,-4.661,12.135,4.518,7.618,-22.4,-8.595,6.3,0.126,0.582,29,7.492,3.211,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,-4.641,12.135,4.589,7.547,-22.4,-8.929,1.0,0.02,0.655,10,7.527,2.977,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,-6.085,12.135,4.732,7.404,-22.4,-9.179,3.6,0.072,0.537,12,7.332,3.424,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,half_hedged,usd_liability_exposure,6.497,12.135,6.068,6.068,-11.646,-5.96,0.0,0.0,0.5,0,6.068,4.132,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,3.246,12.135,3.034,9.102,-11.646,-3.015,0.0,0.0,0.75,0,9.102,2.066,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,regime_based,usd_liability_exposure,4.405,12.135,4.518,7.617,-11.646,-4.005,6.3,0.126,0.582,29,7.491,3.208,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,no_change_in_range,usd_liability_exposure,4.597,12.135,4.59,7.546,-11.646,-4.79,1.0,0.02,0.655,10,7.526,2.978,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,volatility_triggered,usd_liability_exposure,6.08,12.135,4.736,7.399,-11.646,-3.775,3.6,0.072,0.537,12,7.327,3.429,ok,USDINR=X,wf_4,walk_forward,2013-03-19..2014-03-18,260,test,2008-03-19
USDINR=X,half_hedged,receiver_currency_exposure,-1.408,6.088,3.044,3.044,-8.65,-4.398,0.0,0.0,0.5,0,3.044,2.285,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,-0.695,6.088,1.522,4.566,-8.65,-2.217,0.0,0.0,0.75,0,4.566,1.142,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,regime_based,receiver_currency_exposure,-1.223,6.088,2.546,3.542,-8.65,-3.41,2.5,0.05,0.59,15,3.492,1.871,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,-0.469,6.088,1.891,4.197,-8.65,-2.61,1.0,0.02,0.693,10,4.177,1.411,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,-2.896,6.088,3.519,2.569,-8.65,-5.544,3.0,0.06,0.421,10,2.509,2.62,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,half_hedged,usd_liability_exposure,1.331,6.088,3.044,3.044,-4.981,-2.51,0.0,0.0,0.5,0,3.044,2.285,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,0.675,6.088,1.522,4.566,-4.981,-1.26,0.0,0.0,0.75,0,4.566,1.142,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,regime_based,usd_liability_exposure,1.07,6.088,2.547,3.541,-4.981,-1.894,2.5,0.05,0.59,15,3.491,1.87,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,no_change_in_range,usd_liability_exposure,0.394,6.088,1.893,4.195,-4.981,-1.644,1.0,0.02,0.693,10,4.175,1.411,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,volatility_triggered,usd_liability_exposure,2.728,6.088,3.521,2.567,-4.981,-2.812,3.0,0.06,0.421,10,2.507,2.621,ok,USDINR=X,wf_5,walk_forward,2014-03-19..2015-03-18,261,test,2009-03-19
USDINR=X,half_hedged,receiver_currency_exposure,-3.167,5.67,2.835,2.835,-10.055,-5.126,0.0,0.0,0.5,0,2.835,2.211,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,-1.586,5.67,1.418,4.253,-10.055,-2.588,0.0,0.0,0.75,0,4.253,1.105,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,regime_based,receiver_currency_exposure,-3.379,5.67,2.361,3.309,-10.055,-4.903,4.5,0.09,0.584,21,3.219,1.787,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,-1.914,5.67,2.011,3.66,-10.055,-3.42,0.9,0.018,0.666,9,3.642,1.516,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,-3.864,5.67,2.668,3.003,-10.055,-5.288,2.7,0.054,0.501,9,2.949,2.083,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,half_hedged,usd_liability_exposure,3.185,5.67,2.835,2.835,-3.176,-1.597,0.0,0.0,0.5,0,2.835,2.211,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,1.59,5.67,1.418,4.253,-3.176,-0.801,0.0,0.0,0.75,0,4.253,1.105,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,regime_based,usd_liability_exposure,3.251,5.67,2.359,3.311,-3.176,-1.317,4.5,0.09,0.584,21,3.221,1.785,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,no_change_in_range,usd_liability_exposure,1.872,5.67,2.012,3.658,-3.176,-1.279,0.9,0.018,0.666,9,3.64,1.517,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,volatility_triggered,usd_liability_exposure,3.83,5.67,2.672,2.999,-3.176,-1.489,2.7,0.054,0.501,9,2.945,2.086,ok,USDINR=X,wf_6,walk_forward,2015-03-19..2016-03-18,262,test,2010-03-19
USDINR=X,half_hedged,receiver_currency_exposure,0.84,4.491,2.246,2.246,-4.008,-2.007,0.0,0.0,0.5,0,2.246,1.708,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,0.426,4.491,1.123,3.368,-4.008,-1.004,0.0,0.0,0.75,0,3.368,0.854,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,regime_based,receiver_currency_exposure,0.798,4.491,2.138,2.353,-4.008,-1.965,4.8,0.096,0.544,21,2.257,1.553,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,0.466,4.491,1.585,2.907,-4.008,-1.517,0.7,0.014,0.661,7,2.893,1.171,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,1.211,4.491,2.262,2.229,-4.008,-1.598,2.7,0.054,0.474,9,2.175,1.729,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,half_hedged,usd_liability_exposure,-0.885,4.491,2.246,2.246,-4.933,-2.491,0.0,0.0,0.5,0,2.246,1.708,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,-0.437,4.491,1.123,3.368,-4.933,-1.252,0.0,0.0,0.75,0,3.368,0.854,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,regime_based,usd_liability_exposure,-1.029,4.491,2.134,2.357,-4.933,-2.329,4.8,0.096,0.544,21,2.261,1.552,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,no_change_in_range,usd_liability_exposure,-0.518,4.491,1.584,2.907,-4.933,-1.7,0.7,0.014,0.661,7,2.893,1.171,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,volatility_triggered,usd_liability_exposure,-1.355,4.491,2.261,2.23,-4.933,-2.578,2.7,0.054,0.474,9,2.176,1.73,ok,USDINR=X,wf_7,walk_forward,2016-03-19..2017-03-18,260,test,2011-03-19
USDINR=X,half_hedged,receiver_currency_exposure,0.229,4.306,2.153,2.153,-3.063,-1.539,0.0,0.0,0.5,0,2.153,1.635,ok,USDINR=X,wf_8,walk_forward,2017-03-19..2018-03-18,258,test,2012-03-19
USDINR=X,mostly_hedged,receiver_currency_exposure,0.12,4.306,1.076,3.229,-3.063,-0.771,0.0,0.0,0.75,0,3.229,0.817,ok,USDINR=X,wf_8,walk_forward,2017-03-19..2018-03-18,258,test,2012-03-19
USDINR=X,regime_based,receiver_currency_exposure,-0.278,4.306,1.888,2.418,-3.063,-1.8,3.7,0.074,0.567,21,2.344,1.379,ok,USDINR=X,wf_8,walk_forward,2017-03-19..2018-03-18,258,test,2012-03-19
USDINR=X,no_change_in_range,receiver_currency_exposure,0.327,4.306,1.604,2.702,-3.063,-1.098,1.1,0.022,0.64,11,2.68,1.191,ok,USDINR=X,wf_8,walk_forward,2017-03-19..2018-03-18,258,test,2012-03-19
USDINR=X,volatility_triggered,receiver_currency_exposure,-0.063,4.306,1.894,2.411,-3.063,-1.788,3.9,0.078,0.537,13,2.333,1.441,ok,USDINR=X,wf_8,walk_forward,2017-03-19..2018-03-18,258,test,2012-03-19
USDINR=X,half_hedged,usd_liability_exposure,-0.275,4.306,2.153,2.153,-3.518,-1.768,0.0,0.0,0.5,0,2.153,1.635,ok,USDINR=X,wf_8,walk_forward,2017-03-19..2018-03-18,258,test,2012-03-19
USDINR=X,mostly_hedged,usd_liability_exposure,-0.132,4.306,1.076,3.229,-3.518,-0.886,0.0,0.0,0.75,0,3.229,0.817,ok,USDINR=X,wf_8,walk_forward,2017-03-19..2018-03-18,258,test,2012-03-19
USDINR=X,regime_based,usd_liability_exposure,0.094,4.306,1.891,2.415,-3.518,-1.536,3.7,0.074,0.567,21,2.341,1.383,ok,USDINR=X,wf_8,walk_forward,2017-03-19..2018-03-18,258,test,2012-03-19
