ticker,split,exposure_type,oos_design,test_period,no_change_cost_adj_risk_reduction,regime_based_cost_adj_risk_reduction,no_change_turnover,regime_based_turnover,turnover_reduction_pct,no_change_max_dd_hedged,regime_based_max_dd_hedged,no_change_wins_cost_adj,no_change_wins_turnover,no_change_dd_not_worse
USDPEN=X,wf_8,usd_liability_exposure,walk_forward,2014-09-19..2015-09-18,12.274,11.765,1.4,2.0,30.0,-1.438,-1.639,True,True,True
USDPEN=X,wf_9,receiver_currency_exposure,walk_forward,2015-09-19..2016-09-18,13.552,13.405,2.0,5.6,64.29,-4.662,-6.398,True,True,True
USDPEN=X,wf_9,usd_liability_exposure,walk_forward,2015-09-19..2016-09-18,13.552,13.402,2.0,5.6,64.29,-3.725,-2.488,True,True,False
USDPEN=X,wf_10,receiver_currency_exposure,walk_forward,2016-09-19..2017-09-18,15.293,13.426,1.8,8.1,77.78,-3.378,-5.465,True,True,True
USDPEN=X,wf_10,usd_liability_exposure,walk_forward,2016-09-19..2017-09-18,15.294,13.428,1.8,8.1,77.78,-3.331,-3.42,True,True,True
USDPEN=X,wf_11,receiver_currency_exposure,walk_forward,2017-09-19..2018-09-18,11.397,7.316,0.0,5.3,100.0,-2.151,-4.16,True,True,True
USDPEN=X,wf_11,usd_liability_exposure,walk_forward,2017-09-19..2018-09-18,11.397,7.317,0.0,5.3,100.0,-1.376,-4.114,True,True,True
USDPEN=X,wf_12,receiver_currency_exposure,walk_forward,2018-09-19..2019-09-18,9.965,9.663,1.5,4.5,66.67,-2.428,-2.854,True,True,True
USDPEN=X,wf_12,usd_liability_exposure,walk_forward,2018-09-19..2019-09-18,9.963,9.665,1.5,4.5,66.67,-2.045,-2.209,True,True,True
USDPEN=X,wf_13,receiver_currency_exposure,walk_forward,2019-09-19..2020-09-18,12.724,12.152,1.4,6.4,78.12,-5.098,-5.996,True,True,True
USDPEN=X,wf_13,usd_liability_exposure,walk_forward,2019-09-19..2020-09-18,12.725,12.15,1.4,6.4,78.12,-4.745,-3.643,True,True,False
USDPEN=X,wf_14,receiver_currency_exposure,walk_forward,2020-09-19..2021-09-18,10.521,10.058,1.3,2.9,55.17,-7.02,-7.236,True,True,True
USDPEN=X,wf_14,usd_liability_exposure,walk_forward,2020-09-19..2021-09-18,10.523,10.059,1.3,2.9,55.17,-2.402,-1.806,True,True,False
USDPEN=X,wf_15,receiver_currency_exposure,walk_forward,2021-09-19..2022-09-18,10.706,9.907,1.1,5.2,78.85,-3.18,-5.235,True,True,True
USDPEN=X,wf_15,usd_liability_exposure,walk_forward,2021-09-19..2022-09-18,10.706,9.91,1.1,5.2,78.85,-3.644,-5.942,True,True,True
USDPEN=X,wf_16,receiver_currency_exposure,walk_forward,2022-09-19..2023-09-18,13.553,13.251,2.1,4.8,56.25,-2.758,-3.433,True,True,True
USDPEN=X,wf_16,usd_liability_exposure,walk_forward,2022-09-19..2023-09-18,13.553,13.25,2.1,4.8,56.25,-4.019,-3.683,True,True,False
USDPEN=X,wf_17,receiver_currency_exposure,walk_forward,2023-09-19..2024-09-18,14.749,14.543,2.5,7.8,67.95,-3.064,-2.662,True,True,False
USDPEN=X,wf_17,usd_liability_exposure,walk_forward,2023-09-19..2024-09-18,14.75,14.55,2.5,7.8,67.95,-2.7,-4.637,True,True,True
USDPEN=X,wf_18,receiver_currency_exposure,walk_forward,2024-09-19..2025-09-18,14.883,13.046,0.8,5.3,84.91,-2.635,-3.639,True,True,True
USDPEN=X,wf_18,usd_liability_exposure,walk_forward,2024-09-19..2025-09-18,14.881,13.044,0.8,5.3,84.91,-3.848,-3.115,True,True,False
USDPEN=X,wf_19,receiver_currency_exposure,walk_forward,2025-09-19..2026-05-22,14.852,13.11,1.1,2.3,52.17,-3.82,-5.0,True,True,True
USDPEN=X,wf_19,usd_liability_exposure,walk_forward,2025-09-19..2026-05-22,14.852,13.11,1.1,2.3,52.17,-2.307,-3.469,True,True,True
GBPUSD=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,5.548,5.156,4.2,11.6,63.79,-7.217,-9.415,True,True,True
GBPUSD=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,5.549,5.156,4.2,11.6,63.79,-6.15,-5.289,True,True,False
GBPUSD=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,5.726,5.519,3.9,11.7,66.67,-8.625,-8.51,True,True,False
GBPUSD=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,5.726,5.519,3.9,11.7,66.67,-8.846,-7.948,True,True,False
GBPUSD=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,4.721,4.423,1.4,6.0,76.67,-4.919,-4.133,True,True,False
GBPUSD=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,4.721,4.425,1.4,6.0,76.67,-1.732,-2.495,True,True,True
GBPUSD=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,8.39,7.009,0.4,3.4,88.24,-5.275,-7.008,True,True,True
GBPUSD=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,8.39,7.007,0.4,3.4,88.24,-3.662,-5.06,True,True,True
GBPUSD=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,6.341,5.407,1.2,4.8,75.0,-4.828,-5.95,True,True,True
GBPUSD=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,6.343,5.413,1.2,4.8,75.0,-2.329,-3.853,True,True,True
GBPUSD=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,5.405,4.555,1.7,5.9,71.19,-1.583,-2.184,True,True,True
GBPUSD=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,5.405,4.555,1.7,5.9,71.19,-2.941,-3.915,True,True,True
GBPUSD=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,4.243,3.85,0.8,4.0,80.0,-1.934,-2.627,True,True,True
GBPUSD=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,4.244,3.852,0.8,4.0,80.0,-3.363,-3.216,True,True,False
GBPUSD=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,4.581,4.337,1.5,4.5,66.67,-4.164,-5.586,True,True,True
GBPUSD=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,4.583,4.339,1.5,4.5,66.67,-2.22,-1.877,True,True,False
GBPUSD=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,3.951,3.826,0.1,2.4,95.83,-1.401,-2.249,True,True,True
GBPUSD=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,3.951,3.823,0.1,2.4,95.83,-5.438,-6.357,True,True,True
GBPUSD=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,5.35,5.128,1.0,3.3,69.7,-3.241,-3.008,True,True,False
GBPUSD=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,5.352,5.132,1.0,3.3,69.7,-4.284,-5.641,True,True,True
GBPUSD=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,8.184,7.083,0.9,6.1,85.25,-2.05,-2.23,True,True,True
GBPUSD=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,8.184,7.077,0.9,6.1,85.25,-7.568,-9.445,True,True,True
GBPUSD=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,5.344,4.315,1.2,4.6,73.91,-4.393,-8.092,True,True,True
GBPUSD=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,5.346,4.312,1.2,4.6,73.91,-1.474,-1.617,True,True,True
GBPUSD=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,5.413,5.219,2.1,5.1,58.82,-2.581,-2.45,True,True,False
GBPUSD=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,5.412,5.22,2.1,5.1,58.82,-4.569,-4.607,True,True,True
GBPUSD=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,5.172,5.102,1.4,3.6,61.11,-4.236,-3.793,True,True,False
GBPUSD=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,5.176,5.106,1.4,3.6,61.11,-4.156,-4.04,True,True,False
GBPUSD=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,6.488,6.493,1.7,3.3,48.48,-7.04,-8.766,False,True,True
GBPUSD=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,6.486,6.495,1.7,3.3,48.48,-2.018,-1.601,False,True,False
GBPUSD=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,4.518,3.258,0.5,4.7,89.36,-1.167,-2.184,True,True,True
GBPUSD=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,4.518,3.254,0.5,4.7,89.36,-2.587,-5.176,True,True,True
GBPUSD=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,7.815,8.352,1.1,2.3,52.17,-5.865,-4.945,False,True,False
GBPUSD=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,7.815,8.351,1.1,2.3,52.17,-8.059,-6.139,False,True,False
GBPUSD=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,4.718,3.794,0.8,4.1,80.49,-2.241,-4.066,True,True,True
GBPUSD=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,4.719,3.797,0.8,4.1,80.49,-2.461,-3.64,True,True,True
GBPUSD=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,4.351,4.297,2.0,4.7,57.45,-2.883,-2.981,True,True,True
GBPUSD=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,4.35,4.296,2.0,4.7,57.45,-3.857,-2.752,True,True,False
GBPUSD=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,4.631,4.051,1.1,4.5,75.56,-3.24,-2.436,True,True,False
GBPUSD=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,4.63,4.053,1.1,4.5,75.56,-1.613,-2.495,True,True,True
GBPUSD=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,5.006,5.325,0.2,0.8,75.0,-1.291,-1.235,False,True,False
GBPUSD=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,5.01,5.329,0.2,0.8,75.0,-0.755,-0.875,False,True,True
AUDUSD=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,6.124,5.646,3.6,14.1,74.47,-11.8,-10.566,True,True,False
AUDUSD=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,6.125,5.642,3.6,14.1,74.47,-8.578,-8.35,True,True,False
AUDUSD=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,6.886,6.407,3.7,14.1,73.76,-5.189,-5.147,True,True,False
AUDUSD=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,6.886,6.406,3.7,14.1,73.76,-7.393,-8.143,True,True,True
AUDUSD=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,6.486,5.602,1.6,6.8,76.47,-7.136,-8.031,True,True,True
AUDUSD=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,6.485,5.598,1.6,6.8,76.47,-2.372,-3.852,True,True,True
AUDUSD=X,wf_0,receiver_currency_exposure,walk_forward,2011-09-04..2012-09-03,8.16,8.172,0.1,3.5,97.14,-4.615,-5.229,False,True,True
AUDUSD=X,wf_0,usd_liability_exposure,walk_forward,2011-09-04..2012-09-03,8.159,8.173,0.1,3.5,97.14,-4.34,-4.7,False,True,True
AUDUSD=X,wf_1,receiver_currency_exposure,walk_forward,2012-09-04..2013-09-03,5.8,5.652,0.3,3.9,92.31,-1.303,-1.545,True,True,True
AUDUSD=X,wf_1,usd_liability_exposure,walk_forward,2012-09-04..2013-09-03,5.799,5.65,0.3,3.9,92.31,-6.344,-7.049,True,True,True
AUDUSD=X,wf_2,receiver_currency_exposure,walk_forward,2013-09-04..2014-09-03,5.171,4.63,0.7,3.7,81.08,-2.986,-3.5,True,True,True
AUDUSD=X,wf_2,usd_liability_exposure,walk_forward,2013-09-04..2014-09-03,5.17,4.627,0.7,3.7,81.08,-3.828,-3.779,True,True,False
AUDUSD=X,wf_3,receiver_currency_exposure,walk_forward,2014-09-04..2015-09-03,6.957,7.407,2.4,3.6,33.33,-2.723,-1.607,False,True,False
AUDUSD=X,wf_3,usd_liability_exposure,walk_forward,2014-09-04..2015-09-03,6.957,7.408,2.4,3.6,33.33,-9.442,-10.039,False,True,True
AUDUSD=X,wf_4,receiver_currency_exposure,walk_forward,2015-09-04..2016-09-03,7.364,6.903,3.2,7.0,54.29,-4.838,-5.234,True,True,True
AUDUSD=X,wf_4,usd_liability_exposure,walk_forward,2015-09-04..2016-09-03,7.365,6.901,3.2,7.0,54.29,-3.262,-2.792,True,True,False
AUDUSD=X,wf_5,receiver_currency_exposure,walk_forward,2016-09-04..2017-09-03,5.755,4.302,0.4,4.0,90.0,-3.484,-3.577,True,True,True
AUDUSD=X,wf_5,usd_liability_exposure,walk_forward,2016-09-04..2017-09-03,5.755,4.299,0.4,4.0,90.0,-2.239,-3.632,True,True,True
AUDUSD=X,wf_6,receiver_currency_exposure,walk_forward,2017-09-04..2018-09-03,5.061,5.223,1.7,3.5,51.43,-2.323,-3.196,False,True,True
AUDUSD=X,wf_6,usd_liability_exposure,walk_forward,2017-09-04..2018-09-03,5.061,5.225,1.7,3.5,51.43,-4.382,-3.856,False,True,False
AUDUSD=X,wf_7,receiver_currency_exposure,walk_forward,2018-09-04..2019-09-03,5.117,4.369,1.3,5.1,74.51,-1.997,-1.576,True,True,False
AUDUSD=X,wf_7,usd_liability_exposure,walk_forward,2018-09-04..2019-09-03,5.118,4.369,1.3,5.1,74.51,-2.734,-5.484,True,True,True
AUDUSD=X,wf_8,receiver_currency_exposure,walk_forward,2019-09-04..2020-09-03,7.243,7.756,1.5,3.9,61.54,-9.705,-7.26,False,True,False
AUDUSD=X,wf_8,usd_liability_exposure,walk_forward,2019-09-04..2020-09-03,7.244,7.753,1.5,3.9,61.54,-7.401,-6.392,False,True,False
AUDUSD=X,wf_9,receiver_currency_exposure,walk_forward,2020-09-04..2021-09-03,6.003,5.239,1.6,5.0,68.0,-4.232,-4.884,True,True,True
AUDUSD=X,wf_9,usd_liability_exposure,walk_forward,2020-09-04..2021-09-03,6.002,5.233,1.6,5.0,68.0,-3.523,-4.879,True,True,True
AUDUSD=X,wf_10,receiver_currency_exposure,walk_forward,2021-09-04..2022-09-03,6.589,6.474,0.8,5.0,84.0,-3.1,-4.005,True,True,True
AUDUSD=X,wf_10,usd_liability_exposure,walk_forward,2021-09-04..2022-09-03,6.588,6.475,0.8,5.0,84.0,-4.495,-4.079,True,True,False
AUDUSD=X,wf_11,receiver_currency_exposure,walk_forward,2022-09-04..2023-09-03,8.076,7.655,0.5,4.3,88.37,-5.189,-5.147,True,True,False
AUDUSD=X,wf_11,usd_liability_exposure,walk_forward,2022-09-04..2023-09-03,8.076,7.654,0.5,4.3,88.37,-3.981,-5.673,True,True,True
AUDUSD=X,wf_12,receiver_currency_exposure,walk_forward,2023-09-04..2024-09-03,5.829,4.841,1.8,5.4,66.67,-2.959,-3.629,True,True,True
AUDUSD=X,wf_12,usd_liability_exposure,walk_forward,2023-09-04..2024-09-03,5.829,4.837,1.8,5.4,66.67,-1.957,-3.045,True,True,True
AUDUSD=X,wf_13,receiver_currency_exposure,walk_forward,2024-09-04..2025-09-03,6.905,6.09,2.0,5.1,60.78,-4.012,-3.601,True,True,False
AUDUSD=X,wf_13,usd_liability_exposure,walk_forward,2024-09-04..2025-09-03,6.904,6.083,2.0,5.1,60.78,-4.938,-6.451,True,True,True
AUDUSD=X,wf_14,receiver_currency_exposure,walk_forward,2025-09-04..2026-05-25,5.608,5.342,0.5,3.2,84.38,-3.912,-5.408,True,True,True
AUDUSD=X,wf_14,usd_liability_exposure,walk_forward,2025-09-04..2026-05-25,5.607,5.341,0.5,3.2,84.38,-1.601,-1.255,True,True,False
USDCHF=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,4.13,3.385,3.3,16.0,79.38,-2.68,-3.178,True,True,True
USDCHF=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,4.131,3.383,3.3,16.0,79.38,-4.125,-7.794,True,True,True
USDCHF=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,5.013,4.603,6.0,15.7,61.78,-3.763,-4.626,True,True,True
USDCHF=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,5.014,4.605,6.0,15.7,61.78,-6.259,-6.653,True,True,True
USDCHF=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,5.374,5.27,2.8,7.0,60.0,-1.743,-2.026,True,True,True
USDCHF=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,5.372,5.273,2.8,7.0,60.0,-7.18,-6.008,True,True,False
USDCHF=X,wf_0,receiver_currency_exposure,walk_forward,2009-01-06..2010-01-05,10.256,9.364,0.9,2.7,66.67,-3.59,-5.185,True,True,True
USDCHF=X,wf_0,usd_liability_exposure,walk_forward,2009-01-06..2010-01-05,10.254,9.37,0.9,2.7,66.67,-5.388,-6.649,True,True,True
USDCHF=X,wf_1,receiver_currency_exposure,walk_forward,2010-01-06..2011-01-05,6.698,6.539,1.3,4.5,71.11,-4.759,-4.891,True,True,True
USDCHF=X,wf_1,usd_liability_exposure,walk_forward,2010-01-06..2011-01-05,6.7,6.543,1.3,4.5,71.11,-7.315,-7.084,True,True,False
USDCHF=X,wf_2,receiver_currency_exposure,walk_forward,2011-01-06..2012-01-05,10.402,11.523,1.7,2.3,26.09,-10.591,-9.139,False,True,False
USDCHF=X,wf_2,usd_liability_exposure,walk_forward,2011-01-06..2012-01-05,10.401,11.524,1.7,2.3,26.09,-10.493,-9.537,False,True,False
USDCHF=X,wf_3,receiver_currency_exposure,walk_forward,2012-01-06..2013-01-05,6.006,4.819,0.4,3.4,88.24,-3.246,-4.733,True,True,True
USDCHF=X,wf_3,usd_liability_exposure,walk_forward,2012-01-06..2013-01-05,6.006,4.816,0.4,3.4,88.24,-2.578,-3.869,True,True,True
USDCHF=X,wf_4,receiver_currency_exposure,walk_forward,2013-01-06..2014-01-05,5.806,5.373,2.4,7.0,65.71,-3.055,-3.218,True,True,True
USDCHF=X,wf_4,usd_liability_exposure,walk_forward,2013-01-06..2014-01-05,5.804,5.373,2.4,7.0,65.71,-4.044,-4.262,True,True,True
USDCHF=X,wf_5,receiver_currency_exposure,walk_forward,2014-01-06..2015-01-05,4.369,4.138,0.3,4.1,92.68,-5.154,-5.707,True,True,True
USDCHF=X,wf_5,usd_liability_exposure,walk_forward,2014-01-06..2015-01-05,4.369,4.137,0.3,4.1,92.68,-1.486,-2.319,True,True,True
USDCHF=X,wf_6,receiver_currency_exposure,walk_forward,2015-01-06..2016-01-05,9.732,10.432,1.3,6.1,78.69,-6.572,-6.376,False,True,False
USDCHF=X,wf_6,usd_liability_exposure,walk_forward,2015-01-06..2016-01-05,9.729,10.436,1.3,6.1,78.69,-6.489,-4.897,False,True,False
USDCHF=X,wf_7,receiver_currency_exposure,walk_forward,2016-01-06..2017-01-05,5.364,4.027,1.0,6.6,84.85,-2.519,-3.84,True,True,True
USDCHF=X,wf_7,usd_liability_exposure,walk_forward,2016-01-06..2017-01-05,5.363,4.035,1.0,6.6,84.85,-2.121,-2.35,True,True,True
USDCHF=X,wf_8,receiver_currency_exposure,walk_forward,2017-01-06..2018-01-05,4.31,3.577,1.6,5.4,70.37,-2.117,-2.238,True,True,True
USDCHF=X,wf_8,usd_liability_exposure,walk_forward,2017-01-06..2018-01-05,4.311,3.579,1.6,5.4,70.37,-2.583,-3.877,True,True,True
USDCHF=X,wf_9,receiver_currency_exposure,walk_forward,2018-01-06..2019-01-05,4.173,3.517,0.7,3.3,78.79,-3.366,-3.487,True,True,True
USDCHF=X,wf_9,usd_liability_exposure,walk_forward,2018-01-06..2019-01-05,4.176,3.517,0.7,3.3,78.79,-2.305,-2.761,True,True,True
USDCHF=X,wf_10,receiver_currency_exposure,walk_forward,2019-01-06..2020-01-05,3.501,3.168,0.7,3.7,81.08,-1.597,-2.505,True,True,True
USDCHF=X,wf_10,usd_liability_exposure,walk_forward,2019-01-06..2020-01-05,3.501,3.168,0.7,3.7,81.08,-1.831,-2.678,True,True,True
USDCHF=X,wf_11,receiver_currency_exposure,walk_forward,2020-01-06..2021-01-05,4.792,4.25,1.3,6.1,78.69,-2.552,-1.923,True,True,False
USDCHF=X,wf_11,usd_liability_exposure,walk_forward,2020-01-06..2021-01-05,4.793,4.246,1.3,6.1,78.69,-3.749,-5.755,True,True,True
USDCHF=X,wf_12,receiver_currency_exposure,walk_forward,2021-01-06..2022-01-05,4.14,3.262,1.3,6.2,79.03,-2.68,-3.178,True,True,True
USDCHF=X,wf_12,usd_liability_exposure,walk_forward,2021-01-06..2022-01-05,4.14,3.26,1.3,6.2,79.03,-1.9,-2.074,True,True,True
USDCHF=X,wf_13,receiver_currency_exposure,walk_forward,2022-01-06..2023-01-05,5.634,5.636,1.6,5.9,72.88,-3.763,-4.626,False,True,True
USDCHF=X,wf_13,usd_liability_exposure,walk_forward,2022-01-06..2023-01-05,5.635,5.637,1.6,5.9,72.88,-3.631,-2.517,False,True,False
USDCHF=X,wf_14,receiver_currency_exposure,walk_forward,2023-01-06..2024-01-05,5.104,4.373,1.9,5.5,65.45,-2.276,-3.015,True,True,True
USDCHF=X,wf_14,usd_liability_exposure,walk_forward,2023-01-06..2024-01-05,5.105,4.375,1.9,5.5,65.45,-3.478,-4.98,True,True,True
USDCHF=X,wf_15,receiver_currency_exposure,walk_forward,2024-01-06..2025-01-05,4.493,4.383,2.7,4.5,40.0,-2.846,-3.082,True,True,True
USDCHF=X,wf_15,usd_liability_exposure,walk_forward,2024-01-06..2025-01-05,4.495,4.386,2.7,4.5,40.0,-3.032,-3.149,True,True,True
USDCHF=X,wf_16,receiver_currency_exposure,walk_forward,2025-01-06..2026-01-05,5.468,5.409,1.6,4.0,60.0,-1.743,-2.026,True,True,True
USDCHF=X,wf_16,usd_liability_exposure,walk_forward,2025-01-06..2026-01-05,5.467,5.412,1.6,4.0,60.0,-6.082,-5.285,True,True,False
USDCHF=X,wf_17,receiver_currency_exposure,walk_forward,2026-01-06..2026-05-25,5.246,5.172,1.0,2.8,64.29,-1.612,-1.927,True,True,True
USDCHF=X,wf_17,usd_liability_exposure,walk_forward,2026-01-06..2026-05-25,5.24,5.173,1.0,2.8,64.29,-1.94,-1.608,True,True,False
