corridor_id,policy_name,exposure_type,total_return_proxy,unhedged_volatility,hedged_volatility,volatility_reduction,max_drawdown_unhedged,max_drawdown_hedged,hedge_turnover,total_hedge_cost,hedge_trade_cost_pct,forward_roll_cost_pct,forward_carry_cost_pct,cost_layer,average_hedge_ratio,number_of_hedge_changes,cost_adjusted_risk_reduction,regret_proxy,status,ticker,split,oos_design,test_period,test_bars,sample,warmup_start
USDCOP=X,mostly_hedged,receiver_currency_exposure,-7.358,15.891,3.973,11.918,-20.71,-9.49,0.0,5.0,0.0,0.5357,4.4643,forward_full,0.75,0,6.918,1.594,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,regime_based,receiver_currency_exposure,-3.945,15.891,4.952,10.939,-20.71,-7.451,3.8,0.076,0.076,0.0,0.0,base,0.628,22,10.863,2.131,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,regime_based,receiver_currency_exposure,-8.097,15.891,4.952,10.939,-20.71,-10.916,3.8,4.4933,0.304,0.4489,3.7405,forward_full,0.628,22,6.446,2.192,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-3.582,15.891,6.27,9.621,-20.71,-7.95,1.2,0.024,0.024,0.0,0.0,base,0.649,12,9.597,2.224,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-7.731,15.891,6.27,9.621,-20.71,-11.393,1.2,4.4213,0.096,0.4634,3.8619,forward_full,0.649,12,5.2,2.284,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,-5.127,15.891,5.175,10.717,-20.71,-8.824,4.2,0.084,0.084,0.0,0.0,base,0.557,14,10.633,2.439,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,-8.817,15.891,5.173,10.718,-20.71,-11.896,4.2,4.0507,0.336,0.398,3.3167,forward_full,0.557,14,6.667,2.488,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,half_hedged,usd_liability_exposure,4.934,15.891,7.946,7.946,-11.388,-5.754,0.0,0.0,0.0,0.0,0.0,base,0.5,0,7.946,3.046,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,half_hedged,usd_liability_exposure,1.494,15.891,7.946,7.946,-11.388,-6.019,0.0,3.3333,0.0,0.3571,2.9762,forward_full,0.5,0,4.612,3.057,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,2.517,15.891,3.973,11.918,-11.388,-2.892,0.0,0.0,0.0,0.0,0.0,base,0.75,0,11.918,1.523,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,-2.483,15.891,3.973,11.918,-11.388,-3.3,0.0,5.0,0.0,0.5357,4.4643,forward_full,0.75,0,6.918,1.555,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,regime_based,usd_liability_exposure,3.697,15.891,4.952,10.939,-11.388,-3.551,3.8,0.076,0.076,0.0,0.0,base,0.628,22,10.863,2.131,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,regime_based,usd_liability_exposure,-0.784,15.891,4.953,10.938,-11.388,-3.932,3.8,4.4933,0.304,0.4489,3.7405,forward_full,0.628,22,6.445,2.153,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,3.262,15.891,6.27,9.621,-11.388,-4.534,1.2,0.024,0.024,0.0,0.0,base,0.649,12,9.597,2.225,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,-1.18,15.891,6.269,9.622,-11.388,-4.863,1.2,4.4213,0.096,0.4634,3.8619,forward_full,0.649,12,5.2,2.245,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,4.948,15.891,5.175,10.716,-11.388,-3.719,4.2,0.084,0.084,0.0,0.0,base,0.557,14,10.632,2.439,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,0.866,15.891,5.179,10.713,-11.388,-4.106,4.2,4.0507,0.336,0.398,3.3167,forward_full,0.557,14,6.662,2.461,ok,USDCOP=X,wf_4,walk_forward,2013-03-23..2014-03-22,250,test,2008-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-12.918,17.537,8.769,8.769,-32.874,-17.765,0.0,0.0,0.0,0.0,0.0,base,0.5,0,8.769,6.057,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-15.831,17.537,8.769,8.769,-32.874,-19.535,0.0,3.4,0.0,0.3643,3.0357,forward_full,0.5,0,5.369,6.078,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,-6.591,17.537,4.384,13.153,-32.874,-9.233,0.0,0.0,0.0,0.0,0.0,base,0.75,0,13.153,3.028,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,-11.237,17.537,4.384,13.153,-32.874,-12.628,0.0,5.1,0.0,0.5464,4.5536,forward_full,0.75,0,8.053,3.066,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,regime_based,receiver_currency_exposure,-8.165,17.537,5.527,12.01,-32.874,-12.07,2.4,0.048,0.048,0.0,0.0,base,0.647,15,11.962,3.93,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,regime_based,receiver_currency_exposure,-12.246,17.537,5.528,12.009,-32.874,-14.676,2.4,4.592,0.192,0.4714,3.9286,forward_full,0.647,15,7.417,3.96,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-10.062,17.537,6.816,10.721,-32.874,-13.363,1.2,0.024,0.024,0.0,0.0,base,0.643,12,10.697,4.567,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-13.972,17.537,6.813,10.724,-32.874,-15.969,1.2,4.4667,0.096,0.4683,3.9024,forward_full,0.643,12,6.258,4.595,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,-9.068,17.537,6.19,11.347,-32.874,-14.28,3.6,0.072,0.072,0.0,0.0,base,0.566,12,11.275,4.471,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,-12.691,17.537,6.189,11.348,-32.874,-16.702,3.6,4.136,0.288,0.4123,3.4357,forward_full,0.566,12,7.212,4.494,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,half_hedged,usd_liability_exposure,13.94,17.537,8.769,8.769,-7.519,-3.817,0.0,0.0,0.0,0.0,0.0,base,0.5,0,8.769,6.057,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,half_hedged,usd_liability_exposure,10.133,17.537,8.769,8.769,-7.519,-4.926,0.0,3.4,0.0,0.3643,3.0357,forward_full,0.5,0,5.369,6.064,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,6.847,17.537,4.384,13.153,-7.519,-1.923,0.0,0.0,0.0,0.0,0.0,base,0.75,0,13.153,3.028,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,1.535,17.537,4.384,13.153,-7.519,-3.634,0.0,5.1,0.0,0.5464,4.5536,forward_full,0.75,0,8.053,3.055,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,regime_based,usd_liability_exposure,8.449,17.537,5.528,12.01,-7.519,-2.875,2.4,0.048,0.048,0.0,0.0,base,0.647,15,11.962,3.929,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,regime_based,usd_liability_exposure,3.632,17.537,5.527,12.01,-7.519,-4.307,2.4,4.592,0.192,0.4714,3.9286,forward_full,0.647,15,7.418,3.939,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,10.611,17.537,6.817,10.72,-7.519,-2.62,1.2,0.024,0.024,0.0,0.0,base,0.643,12,10.696,4.567,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,5.805,17.537,6.82,10.717,-7.519,-4.195,1.2,4.4667,0.096,0.4683,3.9024,forward_full,0.643,12,6.251,4.583,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,9.388,17.537,6.192,11.345,-7.519,-3.701,3.6,0.072,0.072,0.0,0.0,base,0.566,12,11.273,4.474,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,5.032,17.537,6.194,11.343,-7.519,-4.801,3.6,4.136,0.288,0.4123,3.4357,forward_full,0.566,12,7.207,4.486,ok,USDCOP=X,wf_5,walk_forward,2014-03-23..2015-03-22,255,test,2009-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-10.431,26.96,13.48,13.48,-35.375,-18.938,0.0,0.0,0.0,0.0,0.0,base,0.5,0,13.48,9.222,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-13.508,26.96,13.48,13.48,-35.375,-21.094,0.0,3.4933,0.0,0.3743,3.119,forward_full,0.5,0,9.987,9.231,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,-5.134,26.96,6.74,20.22,-35.375,-9.78,0.0,0.0,0.0,0.0,0.0,base,0.75,0,20.22,4.611,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,-9.978,26.96,6.74,20.22,-35.375,-13.354,0.0,5.24,0.0,0.5614,4.6786,forward_full,0.75,0,14.98,4.627,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,regime_based,receiver_currency_exposure,-7.119,26.96,9.106,17.854,-35.375,-13.541,4.9,0.098,0.098,0.0,0.0,base,0.637,28,17.756,6.468,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,regime_based,receiver_currency_exposure,-11.422,26.96,9.103,17.857,-35.375,-16.624,4.9,4.84,0.392,0.4766,3.9714,forward_full,0.637,28,13.017,6.475,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-7.576,26.96,10.182,16.778,-35.375,-14.007,1.7,0.034,0.034,0.0,0.0,base,0.652,17,16.744,6.623,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-11.785,26.96,10.179,16.781,-35.375,-17.027,1.7,4.6933,0.136,0.4883,4.069,forward_full,0.652,17,12.088,6.638,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,-8.515,26.96,10.694,16.266,-35.375,-15.805,5.7,0.114,0.114,0.0,0.0,base,0.541,19,16.152,7.824,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,-12.209,26.96,10.69,16.27,-35.375,-18.43,5.7,4.2347,0.456,0.4049,3.3738,forward_full,0.541,19,12.036,7.829,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,half_hedged,usd_liability_exposure,9.559,26.96,13.48,13.48,-13.012,-6.607,0.0,0.0,0.0,0.0,0.0,base,0.5,0,13.48,9.222,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,half_hedged,usd_liability_exposure,5.799,26.96,13.48,13.48,-13.012,-7.203,0.0,3.4933,0.0,0.3743,3.119,forward_full,0.5,0,9.987,9.219,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,4.916,26.96,6.74,20.22,-13.012,-3.327,0.0,0.0,0.0,0.0,0.0,base,0.75,0,20.22,4.611,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,-0.44,26.96,6.74,20.22,-13.012,-4.252,0.0,5.24,0.0,0.5614,4.6786,forward_full,0.75,0,14.98,4.609,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,regime_based,usd_liability_exposure,6.533,26.96,9.108,17.852,-13.012,-5.239,4.9,0.098,0.098,0.0,0.0,base,0.637,28,17.754,6.471,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,regime_based,usd_liability_exposure,1.599,26.96,9.111,17.849,-13.012,-6.08,4.9,4.84,0.392,0.4766,3.9714,forward_full,0.637,28,13.009,6.472,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,6.966,26.96,10.183,16.777,-13.012,-4.381,1.7,0.034,0.034,0.0,0.0,base,0.652,17,16.743,6.623,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,2.097,26.96,10.186,16.774,-13.012,-5.182,1.7,4.6933,0.136,0.4883,4.069,forward_full,0.652,17,12.08,6.618,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,7.771,26.96,10.697,16.263,-13.012,-6.889,5.7,0.114,0.114,0.0,0.0,base,0.541,19,16.149,7.825,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,3.421,26.96,10.702,16.258,-13.012,-7.672,5.7,4.2347,0.456,0.4049,3.3738,forward_full,0.541,19,12.023,7.828,ok,USDCOP=X,wf_6,walk_forward,2015-03-23..2016-03-22,262,test,2010-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-0.197,23.096,11.548,11.548,-15.106,-7.391,0.0,0.0,0.0,0.0,0.0,base,0.5,0,11.548,8.604,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-3.611,23.096,11.548,11.548,-15.106,-9.141,0.0,3.48,0.0,0.3729,3.1071,forward_full,0.5,0,8.068,8.587,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,0.075,23.096,5.774,17.322,-15.106,-3.645,0.0,0.0,0.0,0.0,0.0,base,0.75,0,17.322,4.302,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,-5.016,23.096,5.774,17.322,-15.106,-6.627,0.0,5.22,0.0,0.5593,4.6607,forward_full,0.75,0,12.102,4.283,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,regime_based,receiver_currency_exposure,1.579,23.096,9.482,13.613,-15.106,-5.109,5.5,0.11,0.11,0.0,0.0,base,0.618,27,13.503,6.586,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,regime_based,receiver_currency_exposure,-3.018,23.096,9.485,13.61,-15.106,-6.72,5.5,4.7413,0.44,0.4609,3.8405,forward_full,0.618,27,8.869,6.571,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-1.723,23.096,8.17,14.926,-15.106,-6.304,1.3,0.026,0.026,0.0,0.0,base,0.662,13,14.9,5.905,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-6.22,23.096,8.17,14.926,-15.106,-8.632,1.3,4.7093,0.104,0.4934,4.1119,forward_full,0.662,13,10.216,5.883,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,4.398,23.096,10.893,12.202,-15.106,-5.148,3.9,0.078,0.078,0.0,0.0,base,0.516,13,12.124,8.059,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,0.479,23.096,10.899,12.197,-15.106,-6.327,3.9,3.904,0.312,0.3849,3.2071,forward_full,0.516,13,8.293,8.049,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,half_hedged,usd_liability_exposure,-1.172,23.096,11.548,11.548,-11.545,-5.864,0.0,0.0,0.0,0.0,0.0,base,0.5,0,11.548,8.604,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,half_hedged,usd_liability_exposure,-4.552,23.096,11.548,11.548,-11.545,-6.855,0.0,3.48,0.0,0.3729,3.1071,forward_full,0.5,0,8.068,8.626,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,-0.418,23.096,5.774,17.322,-11.545,-2.954,0.0,0.0,0.0,0.0,0.0,base,0.75,0,17.322,4.302,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,-5.483,23.096,5.774,17.322,-11.545,-6.224,0.0,5.22,0.0,0.5593,4.6607,forward_full,0.75,0,12.102,4.34,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,regime_based,usd_liability_exposure,-2.679,23.096,9.482,13.614,-11.545,-5.608,5.5,0.11,0.11,0.0,0.0,base,0.618,27,13.504,6.588,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,regime_based,usd_liability_exposure,-7.084,23.096,9.479,13.616,-11.545,-8.327,5.5,4.7413,0.44,0.4609,3.8405,forward_full,0.618,27,8.875,6.616,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,1.002,23.096,8.169,14.927,-11.545,-3.884,1.3,0.026,0.026,0.0,0.0,base,0.662,13,14.901,5.906,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,-3.62,23.096,8.169,14.926,-11.545,-5.199,1.3,4.7093,0.104,0.4934,4.1119,forward_full,0.662,13,10.217,5.94,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,-5.527,23.096,10.893,12.202,-11.545,-8.206,3.9,0.078,0.078,0.0,0.0,base,0.516,13,12.124,8.061,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,-9.074,23.096,10.889,12.207,-11.545,-11.211,3.9,3.904,0.312,0.3849,3.2071,forward_full,0.516,13,8.303,8.079,ok,USDCOP=X,wf_7,walk_forward,2016-03-23..2017-03-22,261,test,2011-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,0.061,15.724,7.862,7.862,-10.292,-5.196,0.0,0.0,0.0,0.0,0.0,base,0.5,0,7.862,5.856,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-3.361,15.724,7.862,7.862,-10.292,-6.755,0.0,3.48,0.0,0.3729,3.1071,forward_full,0.5,0,4.382,5.835,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,0.11,15.724,3.931,11.793,-10.292,-2.61,0.0,0.0,0.0,0.0,0.0,base,0.75,0,11.793,2.928,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,-4.982,15.724,3.931,11.793,-10.292,-5.574,0.0,5.22,0.0,0.5593,4.6607,forward_full,0.75,0,6.573,2.913,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,regime_based,receiver_currency_exposure,0.522,15.724,7.455,8.269,-10.292,-4.832,5.7,0.114,0.114,0.0,0.0,base,0.557,26,8.155,5.179,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,regime_based,receiver_currency_exposure,-3.629,15.724,7.459,8.265,-10.292,-6.659,5.7,4.3307,0.456,0.4151,3.4595,forward_full,0.557,26,3.935,5.163,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,0.077,15.724,5.086,10.639,-10.292,-3.455,1.0,0.02,0.02,0.0,0.0,base,0.688,10,10.619,3.729,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,no_change_in_range,receiver_currency_exposure,-4.658,15.724,5.086,10.638,-10.292,-5.918,1.0,4.8667,0.08,0.5129,4.2738,forward_full,0.688,10,5.772,3.711,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,1.586,15.724,8.314,7.41,-10.292,-4.384,3.6,0.072,0.072,0.0,0.0,base,0.446,12,7.338,6.21,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,volatility_triggered,receiver_currency_exposure,-1.732,15.724,8.32,7.404,-10.292,-5.368,3.6,3.392,0.288,0.3326,2.7714,forward_full,0.446,12,4.012,6.196,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,half_hedged,usd_liability_exposure,-0.696,15.724,7.862,7.862,-9.865,-4.883,0.0,0.0,0.0,0.0,0.0,base,0.5,0,7.862,5.856,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,half_hedged,usd_liability_exposure,-4.093,15.724,7.862,7.862,-9.865,-6.705,0.0,3.48,0.0,0.3729,3.1071,forward_full,0.5,0,4.382,5.883,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,-0.27,15.724,3.931,11.793,-9.865,-2.427,0.0,0.0,0.0,0.0,0.0,base,0.75,0,11.793,2.928,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,mostly_hedged,usd_liability_exposure,-5.342,15.724,3.931,11.793,-9.865,-5.404,0.0,5.22,0.0,0.5593,4.6607,forward_full,0.75,0,6.573,2.983,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,regime_based,usd_liability_exposure,-1.314,15.724,7.454,8.27,-9.865,-4.044,5.7,0.114,0.114,0.0,0.0,base,0.557,26,8.156,5.177,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,regime_based,usd_liability_exposure,-5.389,15.724,7.451,8.273,-9.865,-6.274,5.7,4.3307,0.456,0.4151,3.4595,forward_full,0.557,26,3.942,5.209,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,-0.383,15.724,5.085,10.639,-9.865,-3.193,1.0,0.02,0.02,0.0,0.0,base,0.688,10,10.619,3.729,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,no_change_in_range,usd_liability_exposure,-5.096,15.724,5.085,10.64,-9.865,-5.684,1.0,4.8667,0.08,0.5129,4.2738,forward_full,0.688,10,5.773,3.775,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,-2.401,15.724,8.311,7.413,-9.865,-5.488,3.6,0.072,0.072,0.0,0.0,base,0.446,12,7.341,6.21,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,volatility_triggered,usd_liability_exposure,-5.588,15.724,8.306,7.418,-9.865,-7.424,3.6,3.392,0.288,0.3326,2.7714,forward_full,0.446,12,4.026,6.232,ok,USDCOP=X,wf_8,walk_forward,2017-03-23..2018-03-22,261,test,2012-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-4.641,15.531,7.765,7.765,-20.119,-10.409,0.0,0.0,0.0,0.0,0.0,base,0.5,0,7.765,5.628,ok,USDCOP=X,wf_9,walk_forward,2018-03-23..2019-03-22,261,test,2013-03-23
USDCOP=X,half_hedged,receiver_currency_exposure,-7.903,15.531,7.765,7.765,-20.119,-12.5,0.0,3.48,0.0,0.3729,3.1071,forward_full,0.5,0,4.285,5.629,ok,USDCOP=X,wf_9,walk_forward,2018-03-23..2019-03-22,261,test,2013-03-23
USDCOP=X,mostly_hedged,receiver_currency_exposure,-2.272,15.531,3.883,11.648,-20.119,-5.291,0.0,0.0,0.0,0.0,0.0,base,0.75,0,11.648,2.814,ok,USDCOP=X,wf_9,walk_forward,2018-03-23..2019-03-22,261,test,2013-03-23
