ticker,split,exposure_type,oos_design,test_period,cost_layer,no_change_cost_adj_risk_reduction,regime_based_cost_adj_risk_reduction,no_change_turnover,regime_based_turnover,no_change_wins_cost_adj,turnover_reduction_pct,no_change_wins_turnover
EURUSD=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,forward_full,6.992,6.049,0.5,1.7,True,70.59,True
EURUSD=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,base,7.176,6.231,0.5,1.7,True,70.59,True
EURUSD=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,forward_full,6.995,6.045,0.5,1.7,True,70.59,True
EURUSD=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,base,7.454,7.691,2.2,5.2,False,57.69,True
EURUSD=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,forward_full,7.252,7.425,2.2,5.2,False,57.69,True
EURUSD=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,base,7.454,7.694,2.2,5.2,False,57.69,True
EURUSD=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,forward_full,7.252,7.43,2.2,5.2,False,57.69,True
EURUSD=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,base,7.599,6.812,1.4,5.4,True,74.07,True
EURUSD=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,forward_full,7.41,6.561,1.4,5.4,True,74.07,True
EURUSD=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,base,7.6,6.812,1.4,5.4,True,74.07,True
EURUSD=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,forward_full,7.411,6.561,1.4,5.4,True,74.07,True
EURUSD=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,base,5.688,4.899,1.3,4.3,True,69.77,True
EURUSD=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,forward_full,5.492,4.667,1.3,4.3,True,69.77,True
EURUSD=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,base,5.689,4.903,1.3,4.3,True,69.77,True
EURUSD=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,forward_full,5.492,4.674,1.3,4.3,True,69.77,True
EURUSD=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,base,4.903,3.975,0.9,6.5,True,86.15,True
EURUSD=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,forward_full,4.716,3.711,0.9,6.5,True,86.15,True
EURUSD=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,base,4.904,3.98,0.9,6.5,True,86.15,True
EURUSD=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,forward_full,4.717,3.721,0.9,6.5,True,86.15,True
EURUSD=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,base,4.976,5.573,0.3,1.5,False,80.0,True
EURUSD=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,forward_full,4.81,5.386,0.3,1.5,False,80.0,True
EURUSD=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,base,4.975,5.569,0.3,1.5,False,80.0,True
EURUSD=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,forward_full,4.807,5.379,0.3,1.5,False,80.0,True
EURUSD=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,base,7.318,7.114,0.7,3.7,True,81.08,True
EURUSD=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,forward_full,7.139,6.888,0.7,3.7,True,81.08,True
EURUSD=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,base,7.319,7.106,0.7,3.7,True,81.08,True
EURUSD=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,forward_full,7.142,6.874,0.7,3.7,True,81.08,True
EURUSD=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,base,5.226,4.715,0.6,3.4,True,82.35,True
EURUSD=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,forward_full,5.047,4.499,0.6,3.4,True,82.35,True
EURUSD=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,base,5.228,4.716,0.6,3.4,True,82.35,True
EURUSD=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,forward_full,5.049,4.5,0.6,3.4,True,82.35,True
EURUSD=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,base,4.597,4.347,4.2,6.2,True,32.26,True
EURUSD=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,forward_full,4.35,4.073,4.2,6.2,True,32.26,True
EURUSD=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,base,4.595,4.346,4.2,6.2,True,32.26,True
EURUSD=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,forward_full,4.347,4.071,4.2,6.2,True,32.26,True
EURUSD=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,base,4.417,3.646,1.8,5.4,True,66.67,True
EURUSD=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,forward_full,4.216,3.402,1.8,5.4,True,66.67,True
EURUSD=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,base,4.416,3.645,1.8,5.4,True,66.67,True
EURUSD=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,forward_full,4.214,3.4,1.8,5.4,True,66.67,True
EURUSD=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,base,3.448,2.827,1.3,4.6,True,71.74,True
EURUSD=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,forward_full,3.25,2.601,1.3,4.6,True,71.74,True
EURUSD=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,base,3.449,2.823,1.3,4.6,True,71.74,True
EURUSD=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,forward_full,3.253,2.593,1.3,4.6,True,71.74,True
EURUSD=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,base,4.611,4.336,0.9,5.6,True,83.93,True
EURUSD=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,forward_full,4.432,4.074,0.9,5.6,True,83.93,True
EURUSD=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,base,4.611,4.334,0.9,5.6,True,83.93,True
EURUSD=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,forward_full,4.431,4.07,0.9,5.6,True,83.93,True
EURUSD=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,base,4.052,3.447,1.3,4.1,True,68.29,True
EURUSD=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,forward_full,3.859,3.224,1.3,4.1,True,68.29,True
EURUSD=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,base,4.05,3.443,1.3,4.1,True,68.29,True
EURUSD=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,forward_full,3.855,3.217,1.3,4.1,True,68.29,True
EURUSD=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,base,6.138,6.501,0.1,1.3,False,92.31,True
EURUSD=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,forward_full,5.98,6.309,0.1,1.3,False,92.31,True
EURUSD=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,base,6.138,6.501,0.1,1.3,False,92.31,True
EURUSD=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,forward_full,5.981,6.31,0.1,1.3,False,92.31,True
EURUSD=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,base,4.455,3.519,1.2,5.1,True,76.47,True
EURUSD=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,forward_full,4.26,3.269,1.2,5.1,True,76.47,True
EURUSD=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,base,4.455,3.524,1.2,5.1,True,76.47,True
EURUSD=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,forward_full,4.261,3.28,1.2,5.1,True,76.47,True
EURUSD=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,base,4.273,3.964,1.5,4.4,True,65.91,True
EURUSD=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,forward_full,4.083,3.737,1.5,4.4,True,65.91,True
EURUSD=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,base,4.271,3.962,1.5,4.4,True,65.91,True
EURUSD=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,forward_full,4.079,3.732,1.5,4.4,True,65.91,True
EURUSD=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,base,4.781,4.514,0.8,3.2,True,75.0,True
EURUSD=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,forward_full,4.604,4.305,0.8,3.2,True,75.0,True
EURUSD=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,base,4.783,4.516,0.8,3.2,True,75.0,True
EURUSD=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,forward_full,4.607,4.309,0.8,3.2,True,75.0,True
EURUSD=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,base,4.035,4.332,0.1,0.7,False,85.71,True
EURUSD=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,forward_full,4.005,4.292,0.1,0.7,False,85.71,True
EURUSD=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,base,4.035,4.328,0.1,0.7,False,85.71,True
EURUSD=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,forward_full,4.005,4.284,0.1,0.7,False,85.71,True
USDINR=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,base,4.509,3.829,1.7,13.9,True,87.77,True
USDINR=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,forward_full,-1.833,-1.613,1.7,13.9,False,87.77,True
USDINR=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,base,4.51,3.83,1.7,13.9,True,87.77,True
USDINR=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,forward_full,-1.833,-1.608,1.7,13.9,False,87.77,True
USDINR=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,base,2.823,2.004,1.5,10.1,True,85.15,True
USDINR=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,forward_full,-3.468,-2.809,1.5,10.1,False,85.15,True
USDINR=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,base,2.823,2.007,1.5,10.1,True,85.15,True
USDINR=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,forward_full,-3.468,-2.804,1.5,10.1,False,85.15,True
USDINR=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,base,3.585,3.814,1.2,4.4,False,72.73,True
USDINR=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,forward_full,0.928,0.967,1.2,4.4,False,72.73,True
USDINR=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,base,3.585,3.817,1.2,4.4,False,72.73,True
USDINR=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,forward_full,0.929,0.967,1.2,4.4,False,72.73,True
USDINR=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,base,5.952,4.885,0.6,4.2,True,85.71,True
USDINR=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,forward_full,3.816,3.092,0.6,4.2,True,85.71,True
USDINR=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,base,5.95,4.891,0.6,4.2,True,85.71,True
USDINR=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,forward_full,3.812,3.108,0.6,4.2,True,85.71,True
USDINR=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,base,5.072,4.774,2.2,6.4,True,65.62,True
USDINR=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,forward_full,2.956,2.785,2.2,6.4,True,65.62,True
USDINR=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,base,5.071,4.776,2.2,6.4,True,65.62,True
USDINR=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,forward_full,2.952,2.792,2.2,6.4,True,65.62,True
USDINR=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,base,8.495,8.909,0.6,3.0,False,80.0,True
USDINR=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,forward_full,6.489,6.925,0.6,3.0,False,80.0,True
USDINR=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,base,8.494,8.902,0.6,3.0,False,80.0,True
USDINR=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,forward_full,6.486,6.904,0.6,3.0,False,80.0,True
USDINR=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,base,6.231,5.442,1.0,5.5,True,81.82,True
USDINR=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,forward_full,4.127,3.519,1.0,5.5,True,81.82,True
USDINR=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,base,6.232,5.442,1.0,5.5,True,81.82,True
USDINR=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,forward_full,4.127,3.529,1.0,5.5,True,81.82,True
USDINR=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,base,7.527,7.492,1.0,6.3,True,84.13,True
USDINR=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,forward_full,5.483,5.512,1.0,6.3,False,84.13,True
USDINR=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,base,7.526,7.491,1.0,6.3,True,84.13,True
USDINR=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,forward_full,5.479,5.512,1.0,6.3,False,84.13,True
USDINR=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,base,4.177,3.492,1.0,2.5,True,60.0,True
USDINR=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,forward_full,2.008,1.597,1.0,2.5,True,60.0,True
USDINR=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,base,4.175,3.491,1.0,2.5,True,60.0,True
USDINR=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,forward_full,2.006,1.596,1.0,2.5,True,60.0,True
USDINR=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,base,3.642,3.219,0.9,4.5,True,80.0,True
USDINR=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,forward_full,1.55,1.275,0.9,4.5,True,80.0,True
USDINR=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,base,3.64,3.221,0.9,4.5,True,80.0,True
USDINR=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,forward_full,1.548,1.274,0.9,4.5,True,80.0,True
USDINR=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,base,2.893,2.257,0.7,4.8,True,85.42,True
USDINR=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,forward_full,0.839,0.436,0.7,4.8,True,85.42,True
USDINR=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,base,2.893,2.261,0.7,4.8,True,85.42,True
USDINR=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,forward_full,0.839,0.449,0.7,4.8,True,85.42,True
USDINR=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,base,2.68,2.344,1.1,3.7,True,70.27,True
USDINR=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,forward_full,0.694,0.507,1.1,3.7,True,70.27,True
USDINR=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,base,2.68,2.341,1.1,3.7,True,70.27,True
USDINR=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,forward_full,0.697,0.496,1.1,3.7,True,70.27,True
USDINR=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,base,5.177,5.668,0.7,2.2,False,68.18,True
USDINR=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,forward_full,3.215,3.582,0.7,2.2,False,68.18,True
USDINR=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,base,5.179,5.667,0.7,2.2,False,68.18,True
USDINR=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,forward_full,3.218,3.584,0.7,2.2,False,68.18,True
USDINR=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,base,5.095,4.399,0.5,4.4,True,88.64,True
USDINR=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,forward_full,2.97,2.692,0.5,4.4,True,88.64,True
USDINR=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,base,5.094,4.401,0.5,4.4,True,88.64,True
USDINR=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,forward_full,2.97,2.697,0.5,4.4,True,88.64,True
USDINR=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,base,4.949,4.826,0.4,4.1,True,90.24,True
USDINR=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,forward_full,2.854,2.929,0.4,4.1,False,90.24,True
USDINR=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,base,4.949,4.828,0.4,4.1,True,90.24,True
USDINR=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,forward_full,2.853,2.939,0.4,4.1,False,90.24,True
USDINR=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,base,3.211,2.441,0.8,5.7,True,85.96,True
USDINR=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,forward_full,1.126,0.586,0.8,5.7,True,85.96,True
USDINR=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,base,3.211,2.445,0.8,5.7,True,85.96,True
USDINR=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,forward_full,1.126,0.591,0.8,5.7,True,85.96,True
USDINR=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,base,3.233,3.002,1.1,4.6,True,76.09,True
USDINR=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,forward_full,1.22,0.996,1.1,4.6,True,76.09,True
USDINR=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,base,3.234,3.007,1.1,4.6,True,76.09,True
USDINR=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,forward_full,1.222,1.006,1.1,4.6,True,76.09,True
USDINR=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,base,3.064,1.724,0.0,2.2,True,100.0,True
USDINR=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,forward_full,0.903,0.403,0.0,2.2,True,100.0,True
USDINR=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,base,3.064,1.722,0.0,2.2,True,100.0,True
USDINR=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,forward_full,0.903,0.398,0.0,2.2,True,100.0,True
USDINR=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,base,1.622,1.372,0.1,1.8,True,94.44,True
USDINR=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,forward_full,-0.459,-0.158,0.1,1.8,False,94.44,True
USDINR=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,base,1.622,1.374,0.1,1.8,True,94.44,True
USDINR=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,forward_full,-0.459,-0.154,0.1,1.8,False,94.44,True
USDINR=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,base,3.192,3.193,1.2,4.4,False,72.73,True
USDINR=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,forward_full,1.251,1.182,1.2,4.4,True,72.73,True
USDINR=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,base,3.193,3.197,1.2,4.4,False,72.73,True
USDINR=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,forward_full,1.253,1.183,1.2,4.4,True,72.73,True
USDINR=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,base,6.024,7.028,0.0,0.0,False,,False
USDINR=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,forward_full,5.691,6.639,0.0,0.0,False,,False
USDINR=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,base,6.024,7.028,0.0,0.0,False,,False
USDINR=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,forward_full,5.691,6.639,0.0,0.0,False,,False
USDPHP=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,base,4.374,3.786,3.4,13.2,True,74.24,True
USDPHP=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,forward_full,0.2,-0.245,3.4,13.2,True,74.24,True
USDPHP=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,base,4.374,3.79,3.4,13.2,True,74.24,True
USDPHP=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,forward_full,0.201,-0.235,3.4,13.2,True,74.24,True
USDPHP=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,base,4.552,4.089,4.0,12.3,True,67.48,True
USDPHP=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,forward_full,0.313,-0.045,4.0,12.3,True,67.48,True
USDPHP=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,base,4.551,4.089,4.0,12.3,True,67.48,True
USDPHP=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,forward_full,0.309,-0.046,4.0,12.3,True,67.48,True
USDPHP=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,base,6.378,6.273,0.9,4.8,True,81.25,True
USDPHP=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,forward_full,4.511,4.39,0.9,4.8,True,81.25,True
USDPHP=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,base,6.377,6.271,0.9,4.8,True,81.25,True
USDPHP=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,forward_full,4.509,4.387,0.9,4.8,True,81.25,True
USDPHP=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-22..2010-03-21,base,5.81,5.179,0.6,4.4,True,86.36,True
USDPHP=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-22..2010-03-21,forward_full,4.45,3.865,0.6,4.4,True,86.36,True
USDPHP=X,wf_0,usd_liability_exposure,walk_forward,2009-03-22..2010-03-21,base,5.808,5.175,0.6,4.4,True,86.36,True
USDPHP=X,wf_0,usd_liability_exposure,walk_forward,2009-03-22..2010-03-21,forward_full,4.445,3.854,0.6,4.4,True,86.36,True
USDPHP=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-22..2011-03-21,base,5.712,5.202,0.8,3.2,True,75.0,True
USDPHP=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-22..2011-03-21,forward_full,4.293,3.84,0.8,3.2,True,75.0,True
USDPHP=X,wf_1,usd_liability_exposure,walk_forward,2010-03-22..2011-03-21,base,5.714,5.2,0.8,3.2,True,75.0,True
USDPHP=X,wf_1,usd_liability_exposure,walk_forward,2010-03-22..2011-03-21,forward_full,4.298,3.836,0.8,3.2,True,75.0,True
USDPHP=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-22..2012-03-21,base,5.359,4.683,0.6,4.0,True,85.0,True
USDPHP=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-22..2012-03-21,forward_full,4.002,3.341,0.6,4.0,True,85.0,True
USDPHP=X,wf_2,usd_liability_exposure,walk_forward,2011-03-22..2012-03-21,base,5.358,4.679,0.6,4.0,True,85.0,True
USDPHP=X,wf_2,usd_liability_exposure,walk_forward,2011-03-22..2012-03-21,forward_full,3.999,3.328,0.6,4.0,True,85.0,True
USDPHP=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-22..2013-03-21,base,5.437,5.109,1.0,4.9,True,79.59,True
USDPHP=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-22..2013-03-21,forward_full,4.055,3.774,1.0,4.9,True,79.59,True
USDPHP=X,wf_3,usd_liability_exposure,walk_forward,2012-03-22..2013-03-21,base,5.438,5.106,1.0,4.9,True,79.59,True
USDPHP=X,wf_3,usd_liability_exposure,walk_forward,2012-03-22..2013-03-21,forward_full,4.057,3.768,1.0,4.9,True,79.59,True
USDPHP=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-22..2014-03-21,base,4.331,4.167,1.1,3.4,True,67.65,True
USDPHP=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-22..2014-03-21,forward_full,2.902,2.82,1.1,3.4,True,67.65,True
USDPHP=X,wf_4,usd_liability_exposure,walk_forward,2013-03-22..2014-03-21,base,4.332,4.166,1.1,3.4,True,67.65,True
USDPHP=X,wf_4,usd_liability_exposure,walk_forward,2013-03-22..2014-03-21,forward_full,2.907,2.82,1.1,3.4,True,67.65,True
USDPHP=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-22..2015-03-21,base,4.175,2.932,1.1,4.6,True,76.09,True
USDPHP=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-22..2015-03-21,forward_full,2.744,1.657,1.1,4.6,True,76.09,True
USDPHP=X,wf_5,usd_liability_exposure,walk_forward,2014-03-22..2015-03-21,base,4.174,2.931,1.1,4.6,True,76.09,True
USDPHP=X,wf_5,usd_liability_exposure,walk_forward,2014-03-22..2015-03-21,forward_full,2.741,1.654,1.1,4.6,True,76.09,True
USDPHP=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-22..2016-03-21,base,3.518,3.328,2.5,6.0,True,58.33,True
USDPHP=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-22..2016-03-21,forward_full,2.085,1.921,2.5,6.0,True,58.33,True
USDPHP=X,wf_6,usd_liability_exposure,walk_forward,2015-03-22..2016-03-21,base,3.518,3.326,2.5,6.0,True,58.33,True
USDPHP=X,wf_6,usd_liability_exposure,walk_forward,2015-03-22..2016-03-21,forward_full,2.083,1.913,2.5,6.0,True,58.33,True
USDPHP=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-22..2017-03-21,base,9.446,10.618,1.2,4.8,False,75.0,True
USDPHP=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-22..2017-03-21,forward_full,8.084,9.192,1.2,4.8,False,75.0,True
