ticker,split,exposure_type,oos_design,test_period,cost_layer,no_change_cost_adj,half_cost_adj,no_change_turnover,half_turnover,no_change_wins_cost_adj,turnover_reduction_pct,static_benchmark,mostly_cost_adj,mostly_turnover
USDJPY=X,wf_12,usd_liability_exposure,walk_forward,2018-09-18..2019-09-17,base,4.076,3.147,0.7,0.0,True,,half_hedged,,
USDJPY=X,wf_12,usd_liability_exposure,walk_forward,2018-09-18..2019-09-17,forward_full,0.684,0.639,0.7,0.0,True,,half_hedged,,
USDJPY=X,wf_13,receiver_currency_exposure,walk_forward,2019-09-18..2020-09-17,base,4.968,4.061,1.0,0.0,True,,half_hedged,,
USDJPY=X,wf_13,receiver_currency_exposure,walk_forward,2019-09-18..2020-09-17,forward_full,1.677,1.535,1.0,0.0,True,,half_hedged,,
USDJPY=X,wf_13,usd_liability_exposure,walk_forward,2019-09-18..2020-09-17,base,4.969,4.061,1.0,0.0,True,,half_hedged,,
USDJPY=X,wf_13,usd_liability_exposure,walk_forward,2019-09-18..2020-09-17,forward_full,1.682,1.535,1.0,0.0,True,,half_hedged,,
USDJPY=X,wf_14,receiver_currency_exposure,walk_forward,2020-09-18..2021-09-17,base,3.343,2.535,0.9,0.0,True,,half_hedged,,
USDJPY=X,wf_14,receiver_currency_exposure,walk_forward,2020-09-18..2021-09-17,forward_full,-0.093,0.018,0.9,0.0,False,,half_hedged,,
USDJPY=X,wf_14,usd_liability_exposure,walk_forward,2020-09-18..2021-09-17,base,3.343,2.535,0.9,0.0,True,,half_hedged,,
USDJPY=X,wf_14,usd_liability_exposure,walk_forward,2020-09-18..2021-09-17,forward_full,-0.092,0.018,0.9,0.0,False,,half_hedged,,
USDJPY=X,wf_15,receiver_currency_exposure,walk_forward,2021-09-18..2022-09-17,base,5.479,4.551,1.9,0.0,True,,half_hedged,,
USDJPY=X,wf_15,receiver_currency_exposure,walk_forward,2021-09-18..2022-09-17,forward_full,2.331,2.044,1.9,0.0,True,,half_hedged,,
USDJPY=X,wf_15,usd_liability_exposure,walk_forward,2021-09-18..2022-09-17,base,5.479,4.551,1.9,0.0,True,,half_hedged,,
USDJPY=X,wf_15,usd_liability_exposure,walk_forward,2021-09-18..2022-09-17,forward_full,2.329,2.044,1.9,0.0,True,,half_hedged,,
USDJPY=X,wf_16,receiver_currency_exposure,walk_forward,2022-09-18..2023-09-17,base,7.402,5.824,1.3,0.0,True,,half_hedged,,
USDJPY=X,wf_16,receiver_currency_exposure,walk_forward,2022-09-18..2023-09-17,forward_full,4.073,3.317,1.3,0.0,True,,half_hedged,,
USDJPY=X,wf_16,usd_liability_exposure,walk_forward,2022-09-18..2023-09-17,base,7.404,5.824,1.3,0.0,True,,half_hedged,,
USDJPY=X,wf_16,usd_liability_exposure,walk_forward,2022-09-18..2023-09-17,forward_full,4.078,3.317,1.3,0.0,True,,half_hedged,,
USDJPY=X,wf_17,receiver_currency_exposure,walk_forward,2023-09-18..2024-09-17,base,6.007,4.747,0.5,0.0,True,,half_hedged,,
USDJPY=X,wf_17,receiver_currency_exposure,walk_forward,2023-09-18..2024-09-17,forward_full,2.64,2.221,0.5,0.0,True,,half_hedged,,
USDJPY=X,wf_17,usd_liability_exposure,walk_forward,2023-09-18..2024-09-17,base,6.006,4.747,0.5,0.0,True,,half_hedged,,
USDJPY=X,wf_17,usd_liability_exposure,walk_forward,2023-09-18..2024-09-17,forward_full,2.642,2.221,0.5,0.0,True,,half_hedged,,
USDJPY=X,wf_18,receiver_currency_exposure,walk_forward,2024-09-18..2025-09-17,base,6.701,5.27,1.3,0.0,True,,half_hedged,,
USDJPY=X,wf_18,receiver_currency_exposure,walk_forward,2024-09-18..2025-09-17,forward_full,3.37,2.782,1.3,0.0,True,,half_hedged,,
USDJPY=X,wf_18,usd_liability_exposure,walk_forward,2024-09-18..2025-09-17,base,6.701,5.27,1.3,0.0,True,,half_hedged,,
USDJPY=X,wf_18,usd_liability_exposure,walk_forward,2024-09-18..2025-09-17,forward_full,3.369,2.782,1.3,0.0,True,,half_hedged,,
USDJPY=X,wf_19,receiver_currency_exposure,walk_forward,2025-09-18..2026-05-25,base,5.526,4.078,0.4,0.0,True,,half_hedged,,
USDJPY=X,wf_19,receiver_currency_exposure,walk_forward,2025-09-18..2026-05-25,forward_full,3.183,2.38,0.4,0.0,True,,half_hedged,,
USDJPY=X,wf_19,usd_liability_exposure,walk_forward,2025-09-18..2026-05-25,base,5.526,4.078,0.4,0.0,True,,half_hedged,,
USDJPY=X,wf_19,usd_liability_exposure,walk_forward,2025-09-18..2026-05-25,forward_full,3.183,2.38,0.4,0.0,True,,half_hedged,,
EURUSD=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,base,3.921,3.072,3.2,0.0,True,,half_hedged,,
EURUSD=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,forward_full,3.356,2.699,3.2,0.0,True,,half_hedged,,
EURUSD=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,base,3.92,3.072,3.2,0.0,True,,half_hedged,,
EURUSD=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,forward_full,3.356,2.699,3.2,0.0,True,,half_hedged,,
EURUSD=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,base,4.967,3.937,3.3,0.0,True,,half_hedged,,
EURUSD=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,forward_full,4.41,3.564,3.3,0.0,True,,half_hedged,,
EURUSD=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,base,4.966,3.937,3.3,0.0,True,,half_hedged,,
EURUSD=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,forward_full,4.409,3.564,3.3,0.0,True,,half_hedged,,
EURUSD=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,base,4.776,3.84,0.9,0.0,True,,half_hedged,,
EURUSD=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,forward_full,4.538,3.67,0.9,0.0,True,,half_hedged,,
EURUSD=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,base,4.777,3.84,0.9,0.0,True,,half_hedged,,
EURUSD=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,forward_full,4.539,3.67,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,base,7.174,5.238,0.5,0.0,True,,half_hedged,,
EURUSD=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,forward_full,6.992,5.114,0.5,0.0,True,,half_hedged,,
EURUSD=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,base,7.176,5.238,0.5,0.0,True,,half_hedged,,
EURUSD=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,forward_full,6.995,5.114,0.5,0.0,True,,half_hedged,,
EURUSD=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,base,7.454,6.027,2.2,0.0,True,,half_hedged,,
EURUSD=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,forward_full,7.252,5.903,2.2,0.0,True,,half_hedged,,
EURUSD=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,base,7.454,6.027,2.2,0.0,True,,half_hedged,,
EURUSD=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,forward_full,7.252,5.903,2.2,0.0,True,,half_hedged,,
EURUSD=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,base,7.599,6.047,1.4,0.0,True,,half_hedged,,
EURUSD=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,forward_full,7.41,5.923,1.4,0.0,True,,half_hedged,,
EURUSD=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,base,7.6,6.047,1.4,0.0,True,,half_hedged,,
EURUSD=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,forward_full,7.411,5.923,1.4,0.0,True,,half_hedged,,
EURUSD=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,base,5.688,4.203,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,forward_full,5.492,4.079,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,base,5.689,4.203,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,forward_full,5.492,4.079,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,base,4.903,3.726,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,forward_full,4.716,3.602,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,base,4.904,3.726,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,forward_full,4.717,3.602,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,base,4.976,4.097,0.3,0.0,True,,half_hedged,,
EURUSD=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,forward_full,4.81,3.973,0.3,0.0,True,,half_hedged,,
EURUSD=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,base,4.975,4.097,0.3,0.0,True,,half_hedged,,
EURUSD=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,forward_full,4.807,3.973,0.3,0.0,True,,half_hedged,,
EURUSD=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,base,7.318,5.748,0.7,0.0,True,,half_hedged,,
EURUSD=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,forward_full,7.139,5.623,0.7,0.0,True,,half_hedged,,
EURUSD=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,base,7.319,5.748,0.7,0.0,True,,half_hedged,,
EURUSD=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,forward_full,7.142,5.623,0.7,0.0,True,,half_hedged,,
EURUSD=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,base,5.226,4.002,0.6,0.0,True,,half_hedged,,
EURUSD=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,forward_full,5.047,3.878,0.6,0.0,True,,half_hedged,,
EURUSD=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,base,5.228,4.002,0.6,0.0,True,,half_hedged,,
EURUSD=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,forward_full,5.049,3.878,0.6,0.0,True,,half_hedged,,
EURUSD=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,base,4.597,3.61,4.2,0.0,True,,half_hedged,,
EURUSD=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,forward_full,4.35,3.487,4.2,0.0,True,,half_hedged,,
EURUSD=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,base,4.595,3.61,4.2,0.0,True,,half_hedged,,
EURUSD=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,forward_full,4.347,3.487,4.2,0.0,True,,half_hedged,,
EURUSD=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,base,4.417,3.406,1.8,0.0,True,,half_hedged,,
EURUSD=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,forward_full,4.216,3.281,1.8,0.0,True,,half_hedged,,
EURUSD=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,base,4.416,3.406,1.8,0.0,True,,half_hedged,,
EURUSD=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,forward_full,4.214,3.281,1.8,0.0,True,,half_hedged,,
EURUSD=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,base,3.448,2.646,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,forward_full,3.25,2.522,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,base,3.449,2.646,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,forward_full,3.253,2.522,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,base,4.611,3.657,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,forward_full,4.432,3.533,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,base,4.611,3.657,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,forward_full,4.431,3.533,0.9,0.0,True,,half_hedged,,
EURUSD=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,base,4.052,3.098,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,forward_full,3.859,2.973,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,base,4.05,3.098,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,forward_full,3.855,2.973,1.3,0.0,True,,half_hedged,,
EURUSD=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,base,6.138,4.962,0.1,0.0,True,,half_hedged,,
EURUSD=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,forward_full,5.98,4.839,0.1,0.0,True,,half_hedged,,
EURUSD=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,base,6.138,4.962,0.1,0.0,True,,half_hedged,,
EURUSD=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,forward_full,5.981,4.839,0.1,0.0,True,,half_hedged,,
EURUSD=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,base,4.455,3.296,1.2,0.0,True,,half_hedged,,
EURUSD=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,forward_full,4.26,3.172,1.2,0.0,True,,half_hedged,,
EURUSD=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,base,4.455,3.296,1.2,0.0,True,,half_hedged,,
EURUSD=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,forward_full,4.261,3.172,1.2,0.0,True,,half_hedged,,
EURUSD=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,base,4.273,3.407,1.5,0.0,True,,half_hedged,,
EURUSD=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,forward_full,4.083,3.283,1.5,0.0,True,,half_hedged,,
EURUSD=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,base,4.271,3.407,1.5,0.0,True,,half_hedged,,
EURUSD=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,forward_full,4.079,3.283,1.5,0.0,True,,half_hedged,,
EURUSD=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,base,4.781,3.789,0.8,0.0,True,,half_hedged,,
EURUSD=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,forward_full,4.604,3.667,0.8,0.0,True,,half_hedged,,
EURUSD=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,base,4.783,3.789,0.8,0.0,True,,half_hedged,,
EURUSD=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,forward_full,4.607,3.667,0.8,0.0,True,,half_hedged,,
EURUSD=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,base,4.035,3.289,0.1,0.0,True,,half_hedged,,
EURUSD=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,forward_full,4.005,3.267,0.1,0.0,True,,half_hedged,,
EURUSD=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,base,4.035,3.289,0.1,0.0,True,,half_hedged,,
EURUSD=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,forward_full,4.005,3.267,0.1,0.0,True,,half_hedged,,
USDINR=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,base,4.509,3.536,1.7,0.0,True,,half_hedged,,
USDINR=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,forward_full,-1.833,-1.094,1.7,0.0,False,,half_hedged,,
USDINR=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,base,4.51,3.536,1.7,0.0,True,,half_hedged,,
USDINR=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,forward_full,-1.833,-1.094,1.7,0.0,False,,half_hedged,,
USDINR=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,base,2.823,2.182,1.5,0.0,True,,half_hedged,,
USDINR=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,forward_full,-3.468,-2.441,1.5,0.0,False,,half_hedged,,
USDINR=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,base,2.823,2.182,1.5,0.0,True,,half_hedged,,
USDINR=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,forward_full,-3.468,-2.441,1.5,0.0,False,,half_hedged,,
USDINR=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,base,3.585,2.973,1.2,0.0,True,,half_hedged,,
USDINR=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,forward_full,0.928,0.856,1.2,0.0,True,,half_hedged,,
USDINR=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,base,3.585,2.973,1.2,0.0,True,,half_hedged,,
USDINR=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,forward_full,0.929,0.856,1.2,0.0,True,,half_hedged,,
USDINR=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,base,5.952,4.456,0.6,0.0,True,,half_hedged,,
USDINR=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,forward_full,3.816,2.919,0.6,0.0,True,,half_hedged,,
USDINR=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,base,5.95,4.456,0.6,0.0,True,,half_hedged,,
USDINR=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,forward_full,3.812,2.919,0.6,0.0,True,,half_hedged,,
USDINR=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,base,5.072,3.994,2.2,0.0,True,,half_hedged,,
USDINR=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,forward_full,2.956,2.45,2.2,0.0,True,,half_hedged,,
USDINR=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,base,5.071,3.994,2.2,0.0,True,,half_hedged,,
USDINR=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,forward_full,2.952,2.45,2.2,0.0,True,,half_hedged,,
USDINR=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,base,8.495,7.023,0.6,0.0,True,,half_hedged,,
USDINR=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,forward_full,6.489,5.491,0.6,0.0,True,,half_hedged,,
USDINR=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,base,8.494,7.023,0.6,0.0,True,,half_hedged,,
USDINR=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,forward_full,6.486,5.491,0.6,0.0,True,,half_hedged,,
USDINR=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,base,6.231,4.789,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,forward_full,4.127,3.246,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,base,6.232,4.789,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,forward_full,4.127,3.246,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,base,7.527,6.068,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,forward_full,5.483,4.53,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,base,7.526,6.068,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,forward_full,5.479,4.53,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,base,4.177,3.044,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,forward_full,2.008,1.501,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,base,4.175,3.044,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,forward_full,2.006,1.501,1.0,0.0,True,,half_hedged,,
USDINR=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,base,3.642,2.835,0.9,0.0,True,,half_hedged,,
USDINR=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,forward_full,1.55,1.286,0.9,0.0,True,,half_hedged,,
USDINR=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,base,3.64,2.835,0.9,0.0,True,,half_hedged,,
USDINR=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,forward_full,1.548,1.286,0.9,0.0,True,,half_hedged,,
USDINR=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,base,2.893,2.246,0.7,0.0,True,,half_hedged,,
USDINR=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,forward_full,0.839,0.708,0.7,0.0,True,,half_hedged,,
USDINR=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,base,2.893,2.246,0.7,0.0,True,,half_hedged,,
USDINR=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,forward_full,0.839,0.708,0.7,0.0,True,,half_hedged,,
USDINR=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,base,2.68,2.153,1.1,0.0,True,,half_hedged,,
USDINR=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,forward_full,0.694,0.627,1.1,0.0,True,,half_hedged,,
USDINR=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,base,2.68,2.153,1.1,0.0,True,,half_hedged,,
USDINR=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,forward_full,0.697,0.627,1.1,0.0,True,,half_hedged,,
USDINR=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,base,5.177,4.253,0.7,0.0,True,,half_hedged,,
USDINR=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,forward_full,3.215,2.71,0.7,0.0,True,,half_hedged,,
USDINR=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,base,5.179,4.253,0.7,0.0,True,,half_hedged,,
USDINR=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,forward_full,3.218,2.71,0.7,0.0,True,,half_hedged,,
USDINR=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,base,5.095,3.944,0.5,0.0,True,,half_hedged,,
USDINR=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,forward_full,2.97,2.401,0.5,0.0,True,,half_hedged,,
USDINR=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,base,5.094,3.944,0.5,0.0,True,,half_hedged,,
USDINR=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,forward_full,2.97,2.401,0.5,0.0,True,,half_hedged,,
USDINR=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,base,4.949,3.94,0.4,0.0,True,,half_hedged,,
USDINR=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,forward_full,2.854,2.396,0.4,0.0,True,,half_hedged,,
USDINR=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,base,4.949,3.94,0.4,0.0,True,,half_hedged,,
USDINR=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,forward_full,2.853,2.396,0.4,0.0,True,,half_hedged,,
USDINR=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,base,3.211,2.51,0.8,0.0,True,,half_hedged,,
USDINR=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,forward_full,1.126,0.967,0.8,0.0,True,,half_hedged,,
USDINR=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,base,3.211,2.51,0.8,0.0,True,,half_hedged,,
USDINR=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,forward_full,1.126,0.967,0.8,0.0,True,,half_hedged,,
USDINR=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,base,3.233,2.563,1.1,0.0,True,,half_hedged,,
USDINR=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,forward_full,1.22,1.026,1.1,0.0,True,,half_hedged,,
USDINR=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,base,3.234,2.563,1.1,0.0,True,,half_hedged,,
USDINR=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,forward_full,1.222,1.026,1.1,0.0,True,,half_hedged,,
USDINR=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,base,3.064,2.189,0.0,0.0,True,,half_hedged,,
USDINR=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,forward_full,0.903,0.645,0.0,0.0,True,,half_hedged,,
USDINR=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,base,3.064,2.189,0.0,0.0,True,,half_hedged,,
USDINR=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,forward_full,0.903,0.645,0.0,0.0,True,,half_hedged,,
USDINR=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,base,1.622,1.279,0.1,0.0,True,,half_hedged,,
USDINR=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,forward_full,-0.459,-0.258,0.1,0.0,False,,half_hedged,,
